snapshot_date,snapshot_ts,match_date,league,match,market,odds
2026-08-12,2026-08-12T14:03:40,2026-08-16,Bundesliga 2,Hannover 96 vs VfL Wolfsburg,over25,1.65
2026-08-12,2026-08-12T14:03:40,2026-08-16,Bundesliga 2,Hannover 96 vs VfL Wolfsburg,under25,2.2
2026-08-12,2026-08-12T14:03:40,2026-08-16,La Liga 2,Las Palmas vs Albacete,over25,1.89
2026-08-12,2026-08-12T14:03:40,2026-08-16,La Liga 2,Las Palmas vs Albacete,under25,1.96
2026-08-12,2026-08-12T15:12:44,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,over25,1.79
2026-08-12,2026-08-12T15:12:44,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,under25,1.99
2026-08-12,2026-08-12T15:12:44,2026-08-15,League One,Bradford City vs Peterborough United,over25,1.79
2026-08-12,2026-08-12T15:12:44,2026-08-15,League One,Bradford City vs Peterborough United,under25,1.99
2026-08-12,2026-08-12T15:12:44,2026-08-15,League One,Huddersfield Town vs Wimbledon,over25,1.67
2026-08-12,2026-08-12T15:12:44,2026-08-15,League One,Huddersfield Town vs Wimbledon,under25,1.99
2026-08-12,2026-08-12T15:12:44,2026-08-15,League One,Mansfield Town vs Doncaster Rovers,over25,1.88
2026-08-12,2026-08-12T15:12:44,2026-08-15,League One,Mansfield Town vs Doncaster Rovers,under25,1.89
2026-08-12,2026-08-12T15:12:44,2026-08-15,League One,Plymouth Argyle vs Stockport County FC,over25,1.71
2026-08-12,2026-08-12T15:12:44,2026-08-15,League One,Plymouth Argyle vs Stockport County FC,under25,2.1
2026-08-12,2026-08-12T15:12:44,2026-08-15,Championship,Stoke City vs Swansea City,over25,2.07
2026-08-12,2026-08-12T15:12:44,2026-08-15,Championship,Stoke City vs Swansea City,under25,1.73
2026-08-12,2026-08-12T15:12:44,2026-08-15,Bundesliga 2,VfL Osnabrück vs 1. FC Magdeburg,over25,1.52
2026-08-12,2026-08-12T15:12:44,2026-08-15,Bundesliga 2,VfL Osnabrück vs 1. FC Magdeburg,over35,2.25
2026-08-12,2026-08-12T15:12:44,2026-08-15,Bundesliga 2,VfL Osnabrück vs 1. FC Magdeburg,under25,2.32
2026-08-12,2026-08-12T16:13:35,2026-08-14,La Liga 2,Real Sociedad B vs CD Castellón,over25,1.64
2026-08-12,2026-08-12T16:13:35,2026-08-14,La Liga 2,Real Sociedad B vs CD Castellón,under25,2.31
2026-08-12,2026-08-12T16:13:35,2026-08-15,Bundesliga 2,Greuther Fürth vs 1. FC Nürnberg,over25,1.67
2026-08-12,2026-08-12T16:13:35,2026-08-15,Bundesliga 2,Greuther Fürth vs 1. FC Nürnberg,under25,2.16
2026-08-12,2026-08-12T17:18:25,2026-08-15,Championship,Portsmouth vs Queens Park Rangers,over25,1.92
2026-08-12,2026-08-12T17:18:25,2026-08-15,Championship,Portsmouth vs Queens Park Rangers,under25,1.85
2026-08-12,2026-08-12T18:14:14,2026-08-16,La Liga 2,Las Palmas vs Albacete,over25,1.88
2026-08-12,2026-08-12T18:14:14,2026-08-16,La Liga 2,Las Palmas vs Albacete,under25,1.97
2026-08-12,2026-08-12T19:33:03,2026-08-14,Bundesliga 2,Holstein Kiel vs FC St. Pauli,over25,1.75
2026-08-12,2026-08-12T19:33:03,2026-08-14,Bundesliga 2,Holstein Kiel vs FC St. Pauli,under25,2.05
2026-08-12,2026-08-12T21:12:55,2026-08-15,League One,Barnsley vs Bromley FC,over25,1.9
2026-08-12,2026-08-12T21:12:55,2026-08-15,League One,Barnsley vs Bromley FC,under25,1.87
2026-08-12,2026-08-12T22:07:49,2026-08-15,League One,Barnsley vs Bromley FC,over25,1.89
2026-08-12,2026-08-12T22:07:49,2026-08-15,League One,Barnsley vs Bromley FC,under25,1.88
2026-08-12,2026-08-12T23:01:37,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,over25,1.74
2026-08-12,2026-08-12T23:01:37,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,under25,2.05
2026-08-13,2026-08-13T09:22:32,2026-08-15,Championship,Bolton Wanderers vs Preston North End,over25,1.88
2026-08-13,2026-08-13T09:22:32,2026-08-15,Championship,Bolton Wanderers vs Preston North End,under25,1.89
2026-08-13,2026-08-13T09:22:32,2026-08-15,Bundesliga 2,Greuther Fürth vs 1. FC Nürnberg,over25,1.68
2026-08-13,2026-08-13T09:22:32,2026-08-15,Bundesliga 2,Greuther Fürth vs 1. FC Nürnberg,under25,2.14
2026-08-13,2026-08-13T09:22:32,2026-08-15,League One,Plymouth Argyle vs Stockport County FC,over25,1.7
2026-08-13,2026-08-13T09:22:32,2026-08-15,League One,Plymouth Argyle vs Stockport County FC,under25,2.11
2026-08-13,2026-08-13T09:22:32,2026-08-15,Bundesliga 2,VfL Osnabrück vs 1. FC Magdeburg,over35,2.3
2026-08-13,2026-08-13T09:22:32,2026-08-16,Bundesliga 2,Dynamo Dresden vs SV Darmstadt 98,over25,1.57
2026-08-13,2026-08-13T09:22:32,2026-08-16,Bundesliga 2,Dynamo Dresden vs SV Darmstadt 98,under25,2.21
2026-08-13,2026-08-13T09:22:32,2026-08-16,Bundesliga 2,Hannover 96 vs VfL Wolfsburg,over25,1.6
2026-08-13,2026-08-13T09:22:32,2026-08-16,Bundesliga 2,Hannover 96 vs VfL Wolfsburg,under25,2.3
2026-08-13,2026-08-13T10:36:36,2026-08-15,League One,Mansfield Town vs Doncaster Rovers,over25,1.87
2026-08-13,2026-08-13T10:36:36,2026-08-15,League One,Mansfield Town vs Doncaster Rovers,under25,1.9
2026-08-13,2026-08-13T11:28:00,2026-08-15,League Two,Northampton Town vs Swindon Town,over25,1.89
2026-08-13,2026-08-13T11:28:00,2026-08-15,League Two,Northampton Town vs Swindon Town,under25,1.86
2026-08-13,2026-08-13T12:28:28,2026-08-14,Bundesliga 2,Holstein Kiel vs FC St. Pauli,over25,1.72
2026-08-13,2026-08-13T12:28:28,2026-08-14,Bundesliga 2,Holstein Kiel vs FC St. Pauli,under25,2.1
2026-08-13,2026-08-13T12:28:28,2026-08-15,League Two,Northampton Town vs Swindon Town,over25,1.9
2026-08-13,2026-08-13T12:28:28,2026-08-15,League Two,Northampton Town vs Swindon Town,under25,1.85
2026-08-13,2026-08-13T14:03:57,2026-08-14,Bundesliga 2,Holstein Kiel vs FC St. Pauli,over25,1.75
2026-08-13,2026-08-13T14:03:57,2026-08-14,Bundesliga 2,Holstein Kiel vs FC St. Pauli,under25,2.05
2026-08-13,2026-08-13T14:03:57,2026-08-15,Championship,Portsmouth vs Queens Park Rangers,over25,1.94
2026-08-13,2026-08-13T14:03:57,2026-08-15,Championship,Portsmouth vs Queens Park Rangers,under25,1.83
2026-08-13,2026-08-13T14:03:57,2026-08-15,League Two,Tranmere Rovers vs Shrewsbury Town,over25,2.11
2026-08-13,2026-08-13T14:03:57,2026-08-15,League Two,Tranmere Rovers vs Shrewsbury Town,under25,1.69
2026-08-13,2026-08-13T15:12:33,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,over25,1.75
2026-08-13,2026-08-13T15:12:33,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,under25,2.04
2026-08-13,2026-08-13T15:12:33,2026-08-15,La Liga 2,Andorra CF vs AD Ceuta FC,over25,1.7
2026-08-13,2026-08-13T15:12:33,2026-08-15,La Liga 2,Andorra CF vs AD Ceuta FC,under25,2.0
2026-08-13,2026-08-13T15:12:33,2026-08-15,League One,Barnsley vs Bromley FC,over25,1.9
2026-08-13,2026-08-13T15:12:33,2026-08-15,League One,Barnsley vs Bromley FC,under25,1.87
2026-08-13,2026-08-13T15:12:33,2026-08-15,Championship,Bolton Wanderers vs Preston North End,over25,1.89
2026-08-13,2026-08-13T15:12:33,2026-08-15,League Two,Crawley Town vs Crewe Alexandra,over25,1.9
2026-08-13,2026-08-13T15:12:33,2026-08-15,League Two,Crawley Town vs Crewe Alexandra,under25,1.77
2026-08-13,2026-08-13T15:12:33,2026-08-15,League Two,Grimsby Town vs Exeter City,over25,1.81
2026-08-13,2026-08-13T15:12:33,2026-08-15,League Two,Grimsby Town vs Exeter City,under25,1.86
2026-08-13,2026-08-13T15:12:33,2026-08-15,League One,Huddersfield Town vs Wimbledon,over25,1.69
2026-08-13,2026-08-13T15:12:33,2026-08-15,League One,Huddersfield Town vs Wimbledon,under25,2.01
2026-08-13,2026-08-13T15:12:33,2026-08-15,League Two,Tranmere Rovers vs Shrewsbury Town,over25,2.09
2026-08-13,2026-08-13T15:12:33,2026-08-15,League Two,Tranmere Rovers vs Shrewsbury Town,under25,1.7
2026-08-13,2026-08-13T17:18:35,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,over25,1.74
2026-08-13,2026-08-13T17:18:35,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,under25,2.05
2026-08-13,2026-08-13T17:18:35,2026-08-15,Championship,Bolton Wanderers vs Preston North End,over25,1.9
2026-08-13,2026-08-13T17:18:35,2026-08-15,Championship,Bolton Wanderers vs Preston North End,under25,1.87
2026-08-13,2026-08-13T17:18:35,2026-08-16,La Liga 2,Girona FC vs Leganés,over25,2.02
2026-08-13,2026-08-13T17:18:35,2026-08-16,La Liga 2,Girona FC vs Leganés,under25,1.83
2026-08-13,2026-08-13T17:18:35,2026-08-17,La Liga 2,Almería vs CD Eldense,over25,1.61
2026-08-13,2026-08-13T17:18:35,2026-08-17,La Liga 2,Almería vs CD Eldense,under25,2.38
2026-08-13,2026-08-13T18:14:21,2026-08-14,La Liga 2,Real Sociedad B vs CD Castellón,over25,1.62
2026-08-13,2026-08-13T18:14:21,2026-08-14,La Liga 2,Real Sociedad B vs CD Castellón,under25,2.35
2026-08-13,2026-08-13T18:14:21,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,over25,1.75
2026-08-13,2026-08-13T18:14:21,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,under25,2.04
2026-08-13,2026-08-13T18:14:21,2026-08-15,Championship,Bolton Wanderers vs Preston North End,over25,1.89
2026-08-13,2026-08-13T18:14:21,2026-08-15,Championship,Bolton Wanderers vs Preston North End,under25,1.88
2026-08-13,2026-08-13T18:14:21,2026-08-16,La Liga 2,Girona FC vs Leganés,over25,2.03
2026-08-13,2026-08-13T18:14:21,2026-08-16,La Liga 2,Girona FC vs Leganés,under25,1.82
2026-08-13,2026-08-13T19:30:47,2026-08-15,League One,Barnsley vs Bromley FC,over25,1.91
2026-08-13,2026-08-13T19:30:47,2026-08-15,League One,Barnsley vs Bromley FC,under25,1.86
2026-08-13,2026-08-13T19:30:47,2026-08-15,League One,Oxford United vs Milton Keynes Dons,over25,2.08
2026-08-13,2026-08-13T19:30:47,2026-08-15,League One,Oxford United vs Milton Keynes Dons,under25,1.72
2026-08-13,2026-08-13T19:30:47,2026-08-16,La Liga 2,Girona FC vs Leganés,over25,2.02
2026-08-13,2026-08-13T19:30:47,2026-08-16,La Liga 2,Girona FC vs Leganés,under25,1.83
2026-08-13,2026-08-13T20:09:26,2026-08-14,La Liga 2,Real Sociedad B vs CD Castellón,over25,1.61
2026-08-13,2026-08-13T20:09:26,2026-08-14,La Liga 2,Real Sociedad B vs CD Castellón,under25,2.38
2026-08-13,2026-08-13T20:09:26,2026-08-15,Championship,Bolton Wanderers vs Preston North End,over25,1.9
2026-08-13,2026-08-13T20:09:26,2026-08-15,Championship,Bolton Wanderers vs Preston North End,under25,1.87
2026-08-13,2026-08-13T20:09:26,2026-08-16,La Liga 2,Girona FC vs Leganés,over25,2.03
2026-08-13,2026-08-13T20:09:26,2026-08-16,La Liga 2,Girona FC vs Leganés,under25,1.82
2026-08-13,2026-08-13T22:57:23,2026-08-15,Championship,Bolton Wanderers vs Preston North End,over25,1.89
2026-08-13,2026-08-13T22:57:23,2026-08-15,Championship,Bolton Wanderers vs Preston North End,under25,1.88
2026-08-13,2026-08-13T22:57:23,2026-08-15,League One,Bradford City vs Peterborough United,over25,1.78
2026-08-13,2026-08-13T22:57:23,2026-08-15,League One,Bradford City vs Peterborough United,under25,2.0
2026-08-13,2026-08-13T22:57:23,2026-08-15,League Two,Northampton Town vs Swindon Town,over25,1.89
2026-08-13,2026-08-13T22:57:23,2026-08-15,League Two,Northampton Town vs Swindon Town,under25,1.86
2026-08-13,2026-08-13T22:57:23,2026-08-15,Championship,Portsmouth vs Queens Park Rangers,over25,1.95
2026-08-13,2026-08-13T22:57:23,2026-08-15,Championship,Portsmouth vs Queens Park Rangers,under25,1.82
2026-08-13,2026-08-13T22:57:23,2026-08-16,La Liga 2,Las Palmas vs Albacete,over25,1.89
2026-08-13,2026-08-13T22:57:23,2026-08-16,La Liga 2,Las Palmas vs Albacete,under25,1.96
2026-08-13,2026-08-13T23:53:09,2026-08-15,Championship,Bolton Wanderers vs Preston North End,over25,1.9
2026-08-13,2026-08-13T23:53:09,2026-08-15,Championship,Bolton Wanderers vs Preston North End,under25,1.87
2026-08-13,2026-08-13T23:53:09,2026-08-15,League One,Bradford City vs Peterborough United,over25,1.79
2026-08-13,2026-08-13T23:53:09,2026-08-15,League One,Bradford City vs Peterborough United,under25,1.99
2026-08-13,2026-08-13T23:53:09,2026-08-15,La Liga 2,Mallorca vs Real Valladolid CF,over25,1.87
2026-08-13,2026-08-13T23:53:09,2026-08-15,La Liga 2,Mallorca vs Real Valladolid CF,under25,1.98
2026-08-13,2026-08-13T23:53:09,2026-08-15,League Two,Northampton Town vs Swindon Town,over25,1.9
2026-08-13,2026-08-13T23:53:09,2026-08-15,League Two,Northampton Town vs Swindon Town,under25,1.85
2026-08-13,2026-08-13T23:53:09,2026-08-15,Championship,Portsmouth vs Queens Park Rangers,over25,1.94
2026-08-13,2026-08-13T23:53:09,2026-08-15,Championship,Portsmouth vs Queens Park Rangers,under25,1.83
2026-08-13,2026-08-13T23:53:09,2026-08-16,La Liga 2,Las Palmas vs Albacete,over25,1.88
2026-08-13,2026-08-13T23:53:09,2026-08-16,La Liga 2,Las Palmas vs Albacete,under25,1.97
2026-08-14,2026-08-14T01:43:19,2026-08-15,Championship,Bolton Wanderers vs Preston North End,over25,1.89
2026-08-14,2026-08-14T01:43:19,2026-08-15,Championship,Bolton Wanderers vs Preston North End,under25,1.88
2026-08-14,2026-08-14T01:43:19,2026-08-15,La Liga 2,Mallorca vs Real Valladolid CF,over25,1.88
2026-08-14,2026-08-14T01:43:19,2026-08-15,La Liga 2,Mallorca vs Real Valladolid CF,under25,1.97
2026-08-14,2026-08-14T01:43:19,2026-08-15,Championship,Portsmouth vs Queens Park Rangers,over25,1.95
2026-08-14,2026-08-14T01:43:19,2026-08-15,Championship,Portsmouth vs Queens Park Rangers,under25,1.82
2026-08-14,2026-08-14T09:16:22,2026-08-14,Bundesliga 2,Eintracht Braunschweig vs VfL Bochum,over25,1.7
2026-08-14,2026-08-14T09:16:22,2026-08-14,Bundesliga 2,Eintracht Braunschweig vs VfL Bochum,under25,2.02
2026-08-14,2026-08-14T09:16:22,2026-08-14,La Liga 2,Real Sociedad B vs CD Castellón,over25,1.62
2026-08-14,2026-08-14T09:16:22,2026-08-14,La Liga 2,Real Sociedad B vs CD Castellón,under25,2.35
2026-08-14,2026-08-14T09:16:22,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,over25,1.91
2026-08-14,2026-08-14T09:16:22,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,under25,1.98
2026-08-14,2026-08-14T09:16:22,2026-08-15,La Liga 2,Andorra CF vs AD Ceuta FC,over25,1.75
2026-08-14,2026-08-14T09:16:22,2026-08-15,La Liga 2,Andorra CF vs AD Ceuta FC,under25,1.95
2026-08-14,2026-08-14T09:16:22,2026-08-15,League One,Barnsley vs Bromley FC,over25,1.9
2026-08-14,2026-08-14T09:16:22,2026-08-15,League One,Barnsley vs Bromley FC,under25,1.87
2026-08-14,2026-08-14T09:16:22,2026-08-15,Championship,Bolton Wanderers vs Preston North End,over25,1.93
2026-08-14,2026-08-14T09:16:22,2026-08-15,Championship,Bolton Wanderers vs Preston North End,under25,1.84
2026-08-14,2026-08-14T09:16:22,2026-08-15,La Liga 2,Cádiz CF vs Celta Vigo,over25,1.99
2026-08-14,2026-08-14T09:16:22,2026-08-15,La Liga 2,Cádiz CF vs Celta Vigo,under25,1.85
2026-08-14,2026-08-14T09:16:22,2026-08-15,League One,Leyton Orient vs Sheffield Wednesday,over25,1.87
2026-08-14,2026-08-14T09:16:22,2026-08-15,League One,Leyton Orient vs Sheffield Wednesday,under25,1.9
2026-08-14,2026-08-14T09:16:22,2026-08-15,League Two,Northampton Town vs Swindon Town,over25,1.89
2026-08-14,2026-08-14T09:16:22,2026-08-15,League Two,Northampton Town vs Swindon Town,under25,1.86
2026-08-14,2026-08-14T09:16:22,2026-08-15,Championship,Portsmouth vs Queens Park Rangers,over25,1.92
2026-08-14,2026-08-14T09:16:22,2026-08-15,Championship,Portsmouth vs Queens Park Rangers,under25,1.85
2026-08-14,2026-08-14T09:16:22,2026-08-16,La Liga 2,Burgos CF vs Córdoba,over25,2.18
2026-08-14,2026-08-14T09:16:22,2026-08-16,La Liga 2,Burgos CF vs Córdoba,under25,1.71
2026-08-14,2026-08-14T09:16:22,2026-08-16,La Liga 2,Girona FC vs Leganés,over25,2.04
2026-08-14,2026-08-14T09:16:22,2026-08-16,La Liga 2,Girona FC vs Leganés,under25,1.81
2026-08-14,2026-08-14T09:16:22,2026-08-17,La Liga 2,Almería vs CD Eldense,over25,1.62
2026-08-14,2026-08-14T09:16:22,2026-08-17,La Liga 2,Almería vs CD Eldense,under25,2.35
2026-08-14,2026-08-14T10:29:50,2026-08-14,Bundesliga 2,Holstein Kiel vs FC St. Pauli,over25,1.72
2026-08-14,2026-08-14T10:29:50,2026-08-14,La Liga 2,Real Sociedad B vs CD Castellón,over25,1.61
2026-08-14,2026-08-14T10:29:50,2026-08-14,La Liga 2,Real Sociedad B vs CD Castellón,under25,2.38
2026-08-14,2026-08-14T10:29:50,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,over25,1.96
2026-08-14,2026-08-14T10:29:50,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,under25,1.93
2026-08-14,2026-08-14T10:29:50,2026-08-15,Championship,Portsmouth vs Queens Park Rangers,over25,1.95
2026-08-14,2026-08-14T10:29:50,2026-08-15,Championship,Portsmouth vs Queens Park Rangers,under25,1.82
2026-08-14,2026-08-14T10:29:50,2026-08-15,League Two,York City vs Bristol Rovers,over25,2.05
2026-08-14,2026-08-14T10:29:50,2026-08-15,League Two,York City vs Bristol Rovers,under25,1.73
2026-08-14,2026-08-14T10:29:50,2026-08-17,La Liga 2,Almería vs CD Eldense,over25,1.61
2026-08-14,2026-08-14T10:29:50,2026-08-17,La Liga 2,Almería vs CD Eldense,under25,2.38
2026-08-14,2026-08-14T11:24:02,2026-08-14,La Liga 2,Real Sociedad B vs CD Castellón,over25,1.62
2026-08-14,2026-08-14T11:24:02,2026-08-14,La Liga 2,Real Sociedad B vs CD Castellón,under25,2.35
2026-08-14,2026-08-14T11:24:02,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,over25,1.97
2026-08-14,2026-08-14T11:24:02,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,under25,1.92
2026-08-14,2026-08-14T11:24:02,2026-08-15,Bundesliga 2,Greuther Fürth vs 1. FC Nürnberg,over25,1.67
2026-08-14,2026-08-14T11:24:02,2026-08-15,Bundesliga 2,Greuther Fürth vs 1. FC Nürnberg,under25,2.16
2026-08-14,2026-08-14T11:24:02,2026-08-15,League One,Notts County vs Leicester City,over25,1.97
2026-08-14,2026-08-14T11:24:02,2026-08-15,League One,Notts County vs Leicester City,under25,1.81
2026-08-14,2026-08-14T12:09:01,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,over25,1.98
2026-08-14,2026-08-14T12:09:01,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,under25,1.91
2026-08-14,2026-08-14T12:09:01,2026-08-15,League One,Barnsley vs Bromley FC,over25,1.91
2026-08-14,2026-08-14T12:09:01,2026-08-15,League One,Barnsley vs Bromley FC,under25,1.86
2026-08-14,2026-08-14T12:09:01,2026-08-15,Bundesliga 2,Greuther Fürth vs 1. FC Nürnberg,over25,1.68
2026-08-14,2026-08-14T12:09:01,2026-08-15,Bundesliga 2,Greuther Fürth vs 1. FC Nürnberg,under25,2.14
2026-08-14,2026-08-14T12:09:01,2026-08-15,League Two,Northampton Town vs Swindon Town,over25,1.9
2026-08-14,2026-08-14T12:09:01,2026-08-15,League Two,Northampton Town vs Swindon Town,under25,1.85
2026-08-14,2026-08-14T12:09:01,2026-08-15,Championship,Norwich City vs West Bromwich Albion,over25,1.9
2026-08-14,2026-08-14T12:09:01,2026-08-15,Championship,Norwich City vs West Bromwich Albion,under25,1.87
2026-08-14,2026-08-14T12:09:01,2026-08-15,Championship,Sheffield United vs Birmingham City,over25,1.98
2026-08-14,2026-08-14T12:09:01,2026-08-15,Championship,Sheffield United vs Birmingham City,under25,1.8
2026-08-14,2026-08-14T12:09:01,2026-08-15,Bundesliga 2,VfL Osnabrück vs 1. FC Magdeburg,over35,2.2
2026-08-14,2026-08-14T12:09:01,2026-08-16,La Liga 2,Girona FC vs Leganés,over25,2.03
2026-08-14,2026-08-14T12:09:01,2026-08-16,La Liga 2,Girona FC vs Leganés,under25,1.82
2026-08-14,2026-08-14T13:44:57,2026-08-14,Bundesliga 2,Holstein Kiel vs FC St. Pauli,under25,2.1
2026-08-14,2026-08-14T13:44:57,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,over25,1.94
2026-08-14,2026-08-14T13:44:57,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,under25,1.95
2026-08-14,2026-08-14T13:44:57,2026-08-15,La Liga 2,Andorra CF vs AD Ceuta FC,under25,1.93
2026-08-14,2026-08-14T13:44:57,2026-08-15,League One,Barnsley vs Bromley FC,over25,1.89
2026-08-14,2026-08-14T13:44:57,2026-08-15,League One,Barnsley vs Bromley FC,under25,1.88
2026-08-14,2026-08-14T13:44:57,2026-08-15,Bundesliga 2,Greuther Fürth vs 1. FC Nürnberg,over25,1.67
2026-08-14,2026-08-14T13:44:57,2026-08-15,Bundesliga 2,Greuther Fürth vs 1. FC Nürnberg,under25,2.16
2026-08-14,2026-08-14T13:44:57,2026-08-15,League One,Leyton Orient vs Sheffield Wednesday,over25,1.88
2026-08-14,2026-08-14T13:44:57,2026-08-15,League One,Leyton Orient vs Sheffield Wednesday,under25,1.89
2026-08-14,2026-08-14T13:44:57,2026-08-15,La Liga 2,Mallorca vs Real Valladolid CF,over25,1.89
2026-08-14,2026-08-14T13:44:57,2026-08-15,La Liga 2,Mallorca vs Real Valladolid CF,under25,1.96
2026-08-14,2026-08-14T13:44:57,2026-08-15,League Two,Northampton Town vs Swindon Town,over25,1.89
2026-08-14,2026-08-14T13:44:57,2026-08-15,League Two,Northampton Town vs Swindon Town,under25,1.86
2026-08-14,2026-08-14T13:44:57,2026-08-15,Championship,Norwich City vs West Bromwich Albion,over25,1.89
2026-08-14,2026-08-14T13:44:57,2026-08-15,Championship,Norwich City vs West Bromwich Albion,under25,1.88
2026-08-14,2026-08-14T13:44:57,2026-08-15,League Two,Tranmere Rovers vs Shrewsbury Town,over25,2.11
2026-08-14,2026-08-14T13:44:57,2026-08-15,League Two,Tranmere Rovers vs Shrewsbury Town,under25,1.69
2026-08-14,2026-08-14T13:44:57,2026-08-16,La Liga 2,Girona FC vs Leganés,over25,2.04
2026-08-14,2026-08-14T13:44:57,2026-08-16,La Liga 2,Girona FC vs Leganés,under25,1.81
2026-08-14,2026-08-14T14:43:36,2026-08-14,Bundesliga 2,Eintracht Braunschweig vs VfL Bochum,over25,1.65
2026-08-14,2026-08-14T14:43:36,2026-08-14,Bundesliga 2,Eintracht Braunschweig vs VfL Bochum,under25,2.1
2026-08-14,2026-08-14T14:43:36,2026-08-14,Bundesliga 2,Holstein Kiel vs FC St. Pauli,over25,1.7
2026-08-14,2026-08-14T14:43:36,2026-08-15,Championship,Bristol City vs Millwall,over25,1.9
2026-08-14,2026-08-14T14:43:36,2026-08-15,Championship,Bristol City vs Millwall,under25,1.87
2026-08-14,2026-08-14T14:43:36,2026-08-15,Championship,Charlton Athletic vs Derby County,over25,2.14
2026-08-14,2026-08-14T14:43:36,2026-08-15,Championship,Charlton Athletic vs Derby County,under25,1.68
2026-08-14,2026-08-14T14:43:36,2026-08-15,League Two,Northampton Town vs Swindon Town,over25,1.88
2026-08-14,2026-08-14T14:43:36,2026-08-15,League Two,Northampton Town vs Swindon Town,under25,1.87
2026-08-14,2026-08-14T15:38:30,2026-08-14,Bundesliga 2,Holstein Kiel vs FC St. Pauli,over25,1.67
2026-08-14,2026-08-14T15:38:30,2026-08-14,Bundesliga 2,Holstein Kiel vs FC St. Pauli,under25,2.15
2026-08-14,2026-08-14T15:38:30,2026-08-15,Championship,Bolton Wanderers vs Preston North End,over25,2.0
2026-08-14,2026-08-14T15:38:30,2026-08-15,Championship,Bolton Wanderers vs Preston North End,under25,1.78
2026-08-14,2026-08-14T15:38:30,2026-08-15,League One,Burton Albion vs Stevenage,over25,2.44
2026-08-14,2026-08-14T15:38:30,2026-08-15,League One,Burton Albion vs Stevenage,under25,1.53
2026-08-14,2026-08-14T15:38:30,2026-08-15,Bundesliga 2,VfL Osnabrück vs 1. FC Magdeburg,over35,2.3
2026-08-14,2026-08-14T16:33:55,2026-08-14,La Liga 2,Real Sociedad B vs CD Castellón,over25,1.64
2026-08-14,2026-08-14T16:33:55,2026-08-14,La Liga 2,Real Sociedad B vs CD Castellón,under25,2.31
2026-08-14,2026-08-14T16:33:55,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,over25,1.93
2026-08-14,2026-08-14T16:33:55,2026-08-14,Championship,Wolverhampton Wanderers vs Blackburn Rovers,under25,1.96
2026-08-14,2026-08-14T16:33:55,2026-08-15,Championship,Bolton Wanderers vs Preston North End,over25,2.01
2026-08-14,2026-08-14T16:33:55,2026-08-15,Championship,Bolton Wanderers vs Preston North End,under25,1.77
2026-08-14,2026-08-14T16:33:55,2026-08-15,League One,Burton Albion vs Stevenage,over25,2.42
2026-08-14,2026-08-14T16:33:55,2026-08-15,League One,Burton Albion vs Stevenage,under25,1.54
2026-08-14,2026-08-14T16:33:55,2026-08-15,League One,Leyton Orient vs Sheffield Wednesday,over25,1.87
2026-08-14,2026-08-14T16:33:55,2026-08-15,League One,Leyton Orient vs Sheffield Wednesday,under25,1.9
2026-08-14,2026-08-14T16:33:55,2026-08-15,Championship,Middlesbrough vs Lincoln City,over25,1.67
2026-08-14,2026-08-14T16:33:55,2026-08-15,Championship,Middlesbrough vs Lincoln City,under25,2.17
2026-08-14,2026-08-14T16:33:55,2026-08-15,League One,Reading vs Luton,over25,1.85
2026-08-14,2026-08-14T16:33:55,2026-08-15,League One,Reading vs Luton,under25,1.92
2026-08-14,2026-08-14T17:36:43,2026-08-15,League One,Barnsley vs Bromley FC,over25,1.9
2026-08-14,2026-08-14T17:36:43,2026-08-15,League One,Barnsley vs Bromley FC,under25,1.87
2026-08-14,2026-08-14T17:36:43,2026-08-15,Championship,Charlton Athletic vs Derby County,over25,2.13
2026-08-14,2026-08-14T17:36:43,2026-08-15,Championship,Charlton Athletic vs Derby County,under25,1.69
2026-08-14,2026-08-14T17:36:43,2026-08-15,La Liga 2,Cádiz CF vs Celta Vigo,over25,2.0
2026-08-14,2026-08-14T17:36:43,2026-08-15,League One,Notts County vs Leicester City,over25,1.95
