player_id,player_name,team,position,goals_pg,assists_pg,sot_pg,shots_pg,cards_pg,minutes_pg,rating_pg,saves_pg,games_used,player_career_avg_quality
360268,J. Jimoh,Aston Villa,M,,,,,,,,,,
553420,M. Kone,Aston Villa,M,,,,,,,,,,
20093,J. Hill,Bournemouth,D,0.0,0.0,0.0,0.2,0.4,90.0,6.8,0.0,5.0,1.0
18869,A. Smith,Bournemouth,D,0.0,0.2,0.0,0.0,0.2,69.2,6.98,0.0,5.0,1.0
162267,A. Truffert,Bournemouth,D,0.0,0.4,0.6,0.6,0.2,90.0,7.42,0.0,5.0,1.0
22136,B. Diakité,Bournemouth,D,,,,,,,,,,
412719,Veljko Milosavljević,Bournemouth,D,,,,,,,,,,
368030,E. Kroupi,Bournemouth,F,0.6,0.0,1.0,1.6,0.2,74.2,7.04,0.0,5.0,1.0
407806,Rayan,Bournemouth,F,0.6,0.0,0.8,1.8,0.0,69.0,7.1,0.0,5.0,1.0
18870,D. Brooks,Bournemouth,F,0.0,0.2,0.2,0.6,0.0,27.0,6.46,0.0,5.0,1.0
152856,Evanilson,Bournemouth,F,0.0,0.0,0.0,1.2,0.2,75.0,6.7,0.0,5.0,1.0
343576,B. Doak,Bournemouth,F,0.0,0.0,0.2,0.4,0.0,16.4,6.34,0.0,5.0,0.79
792,J. Kluivert,Bournemouth,F,0.0,0.0,0.2,0.6,0.2,42.0,6.82,0.0,5.0,1.0
47499,E. Ünal,Bournemouth,F,0.0,0.0,0.2,0.4,0.0,12.2,6.48,0.0,5.0,1.0
402434,Remy Rees-Dottin,Bournemouth,F,,,,,,,,,,
343202,Á. Rodríguez,Bournemouth,F,,,,,,,,,,
18932,F. Forster,Bournemouth,G,0.0,0.0,0.0,0.0,0.0,90.0,6.9,3.4,5.0,1.0
118307,Đ. Petrović,Bournemouth,G,0.0,0.0,0.0,0.0,0.0,90.0,6.86,2.2,5.0,1.0
