snapshot_date,snapshot_ts,match_date,league,match,market,odds
2024-11-30,2024-11-30T00:00:00Z,2024-11-30,Serie B,Sudtirol vs Cremonese,btts_yes,2.2
2024-11-30,2024-11-30T00:00:00Z,2024-11-30,Championship,Swansea vs Portsmouth,btts_no,1.98
2024-11-30,2024-11-30T00:00:00Z,2024-11-30,Championship,Swansea vs Portsmouth,btts_yes,1.87
2024-11-30,2024-11-30T00:00:00Z,2024-11-30,La Liga 2,Tenerife vs Elche,btts_no,1.65
2024-11-30,2024-11-30T00:00:00Z,2024-11-30,La Liga 2,Tenerife vs Elche,btts_yes,2.35
2024-11-30,2024-11-30T00:00:00Z,2024-11-30,La Liga 2,Zaragoza vs Albacete,btts_no,1.92
2024-11-30,2024-11-30T00:00:00Z,2024-11-30,La Liga 2,Zaragoza vs Albacete,btts_yes,1.89
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,La Liga 2,Castellon vs Malaga,btts_no,2.25
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,La Liga 2,Castellon vs Malaga,btts_yes,1.7
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Championship,Derby vs Sheffield Weds,btts_no,1.85
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Championship,Derby vs Sheffield Weds,btts_yes,2.08
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,La Liga 2,Eldense vs Ferrol,btts_no,1.53
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,La Liga 2,Eldense vs Ferrol,btts_yes,2.52
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Serie B,Frosinone vs Cesena,btts_no,1.82
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Serie B,Frosinone vs Cesena,btts_yes,1.97
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Bundesliga 2,Karlsruhe vs Hamburg,btts_no,2.9
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Bundesliga 2,Karlsruhe vs Hamburg,btts_yes,1.42
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,La Liga 2,Levante vs Burgos,btts_no,1.95
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,La Liga 2,Levante vs Burgos,btts_yes,1.83
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Bundesliga 2,Nurnberg vs Fortuna Dusseldorf,btts_no,2.25
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Bundesliga 2,Nurnberg vs Fortuna Dusseldorf,btts_yes,1.65
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Serie B,Palermo vs Spezia,btts_no,1.89
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Serie B,Palermo vs Spezia,btts_yes,1.89
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Serie B,Pisa vs Cosenza,btts_no,1.8
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Serie B,Pisa vs Cosenza,btts_yes,2.02
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Serie B,Salernitana vs Carrarese,btts_no,1.8
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Serie B,Salernitana vs Carrarese,btts_yes,2.02
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,La Liga 2,Sp Gijon vs Cordoba,btts_no,1.91
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,La Liga 2,Sp Gijon vs Cordoba,btts_yes,1.87
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Bundesliga 2,Ulm vs Greuther Furth,btts_no,2.23
2024-12-01,2024-12-01T00:00:00Z,2024-12-01,Bundesliga 2,Ulm vs Greuther Furth,btts_yes,1.7
2024-12-02,2024-12-02T00:00:00Z,2024-12-02,La Liga 2,Eibar vs Cartagena,btts_no,1.7
2024-12-02,2024-12-02T00:00:00Z,2024-12-02,La Liga 2,Eibar vs Cartagena,btts_yes,2.17
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,AFC Wimbledon vs Newport County,btts_no,1.83
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,AFC Wimbledon vs Newport County,btts_yes,2.15
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Bolton vs Mansfield,btts_no,2.09
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Bolton vs Mansfield,btts_yes,1.77
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Bradford vs Barrow,btts_no,1.81
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Bradford vs Barrow,btts_yes,2.05
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Charlton vs Crawley Town,btts_no,1.93
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Charlton vs Crawley Town,btts_yes,1.89
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Cheltenham vs Port Vale,btts_no,1.85
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Cheltenham vs Port Vale,btts_yes,2.0
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Colchester vs Swindon,btts_no,2.15
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Colchester vs Swindon,btts_yes,1.8
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Exeter vs Wycombe,btts_no,2.13
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Exeter vs Wycombe,btts_yes,1.77
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Grimsby vs Accrington,btts_no,2.0
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Grimsby vs Accrington,btts_yes,1.91
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Huddersfield vs Wigan,btts_no,1.73
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Huddersfield vs Wigan,btts_yes,2.15
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Leyton Orient vs Bristol Rvs,btts_no,1.87
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Leyton Orient vs Bristol Rvs,btts_yes,1.97
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Milton Keynes Dons vs Chesterfield,btts_no,2.37
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Milton Keynes Dons vs Chesterfield,btts_yes,1.67
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Reading vs Cambridge,btts_no,2.14
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Reading vs Cambridge,btts_yes,1.75
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Rotherham vs Lincoln,btts_no,1.81
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Rotherham vs Lincoln,btts_yes,2.05
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Salford vs Harrogate,btts_no,1.86
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Salford vs Harrogate,btts_yes,2.0
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Stevenage vs Northampton,btts_no,1.85
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Stevenage vs Northampton,btts_yes,2.02
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Tranmere vs Morecambe,btts_no,2.0
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Tranmere vs Morecambe,btts_yes,1.85
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Walsall vs Notts County,btts_no,2.25
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League Two,Walsall vs Notts County,btts_yes,1.73
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Wrexham vs Barnsley,btts_no,2.23
2024-12-03,2024-12-03T00:00:00Z,2024-12-03,League One,Wrexham vs Barnsley,btts_yes,1.7
2024-12-04,2024-12-04T00:00:00Z,2024-12-04,League One,Birmingham vs Stockport,btts_no,2.02
2024-12-04,2024-12-04T00:00:00Z,2024-12-04,League One,Birmingham vs Stockport,btts_yes,1.82
2024-12-04,2024-12-04T00:00:00Z,2024-12-04,League Two,Bromley vs Gillingham,btts_no,1.98
2024-12-04,2024-12-04T00:00:00Z,2024-12-04,League Two,Bromley vs Gillingham,btts_yes,1.87
2024-12-04,2024-12-04T00:00:00Z,2024-12-04,League Two,Fleetwood Town vs Doncaster,btts_no,2.16
2024-12-04,2024-12-04T00:00:00Z,2024-12-04,League Two,Fleetwood Town vs Doncaster,btts_yes,1.75
2024-12-04,2024-12-04T00:00:00Z,2024-12-04,League One,Peterboro vs Burton,btts_no,2.31
2024-12-04,2024-12-04T00:00:00Z,2024-12-04,League One,Peterboro vs Burton,btts_yes,1.64
2024-12-04,2024-12-04T00:00:00Z,2024-12-04,League One,Shrewsbury vs Blackpool,btts_no,2.2
2024-12-04,2024-12-04T00:00:00Z,2024-12-04,League One,Shrewsbury vs Blackpool,btts_yes,1.72
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Ligue 2,Annecy vs Clermont,btts_no,1.8
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Ligue 2,Annecy vs Clermont,btts_yes,2.05
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Championship,Burnley vs Middlesbrough,btts_no,2.06
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Championship,Burnley vs Middlesbrough,btts_yes,1.84
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Bundesliga 2,Elversberg vs Nurnberg,btts_no,2.5
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Bundesliga 2,Elversberg vs Nurnberg,btts_yes,1.57
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Serie B,Juve Stabia vs Sudtirol,btts_no,1.55
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Serie B,Juve Stabia vs Sudtirol,btts_yes,2.41
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Ligue 2,Laval vs Caen,btts_no,2.05
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Ligue 2,Laval vs Caen,btts_yes,1.7
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Ligue 2,Lorient vs Troyes,btts_no,2.0
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Ligue 2,Lorient vs Troyes,btts_yes,1.85
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Ligue 2,Martigues vs Guingamp,btts_no,2.05
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Ligue 2,Martigues vs Guingamp,btts_yes,1.7
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,La Liga 2,Mirandes vs Levante,btts_no,1.76
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,La Liga 2,Mirandes vs Levante,btts_yes,2.04
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Bundesliga 2,Paderborn vs Schalke 04,btts_no,2.4
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Bundesliga 2,Paderborn vs Schalke 04,btts_yes,1.59
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Ligue 2,Red Star vs Bastia,btts_no,1.8
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Ligue 2,Red Star vs Bastia,btts_yes,1.91
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Ligue 2,Rodez vs Pau FC,btts_no,2.42
2024-12-06,2024-12-06T00:00:00Z,2024-12-06,Ligue 2,Rodez vs Pau FC,btts_yes,1.57
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Accrington vs Bromley,btts_no,2.18
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Accrington vs Bromley,btts_yes,1.75
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Ligue 2,Ajaccio vs Paris FC,btts_no,1.73
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Ligue 2,Ajaccio vs Paris FC,btts_yes,2.0
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Serie B,Bari vs Cesena,btts_no,1.97
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Serie B,Bari vs Cesena,btts_yes,1.82
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Barnsley vs Birmingham,btts_no,2.3
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Barnsley vs Birmingham,btts_yes,1.71
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Burton vs Wrexham,btts_no,1.95
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Burton vs Wrexham,btts_yes,1.94
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Cambridge vs Shrewsbury,btts_no,1.95
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Cambridge vs Shrewsbury,btts_yes,1.96
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Serie B,Carrarese vs Palermo,btts_no,1.97
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Serie B,Carrarese vs Palermo,btts_yes,1.82
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Chesterfield vs Tranmere,btts_no,2.03
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Chesterfield vs Tranmere,btts_yes,1.83
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Serie B,Cosenza vs Frosinone,btts_no,1.77
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Serie B,Cosenza vs Frosinone,btts_yes,2.02
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Crewe vs Bradford,btts_no,1.91
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Crewe vs Bradford,btts_yes,1.96
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Doncaster vs Cheltenham,btts_no,1.91
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Doncaster vs Cheltenham,btts_yes,1.95
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,La Liga 2,Elche vs Cadiz,btts_no,1.67
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,La Liga 2,Elche vs Cadiz,btts_yes,2.23
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Gillingham vs Salford,btts_no,1.83
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Gillingham vs Salford,btts_yes,2.04
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,La Liga 2,Granada vs Santander,btts_no,2.1
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,La Liga 2,Granada vs Santander,btts_yes,1.76
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Ligue 2,Grenoble vs Amiens,btts_no,1.98
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Ligue 2,Grenoble vs Amiens,btts_yes,1.82
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Bundesliga 2,Greuther Furth vs Hertha,btts_no,2.7
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Bundesliga 2,Greuther Furth vs Hertha,btts_yes,1.5
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Bundesliga 2,Hannover vs Ulm,btts_no,1.93
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Bundesliga 2,Hannover vs Ulm,btts_yes,1.9
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Harrogate vs AFC Wimbledon,btts_no,1.83
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Harrogate vs AFC Wimbledon,btts_yes,2.01
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,La Liga 2,Huesca vs Eibar,btts_no,1.6
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,La Liga 2,Huesca vs Eibar,btts_yes,2.31
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Championship,Hull vs Blackburn,btts_no,2.31
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Championship,Hull vs Blackburn,btts_yes,1.7
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Bundesliga 2,Kaiserslautern vs Karlsruhe,btts_no,2.45
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Bundesliga 2,Kaiserslautern vs Karlsruhe,btts_yes,1.56
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,La Liga 2,La Coruna vs Zaragoza,btts_no,1.85
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,La Liga 2,La Coruna vs Zaragoza,btts_yes,1.95
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Championship,Leeds vs Derby,btts_no,1.67
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Championship,Leeds vs Derby,btts_yes,2.41
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Lincoln vs Charlton,btts_no,1.95
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Lincoln vs Charlton,btts_yes,1.91
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Championship,Luton vs Swansea,btts_no,2.05
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Championship,Luton vs Swansea,btts_yes,1.81
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Mansfield vs Huddersfield,btts_no,2.11
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Mansfield vs Huddersfield,btts_yes,1.77
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Serie B,Mantova vs Pisa,btts_no,1.85
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Serie B,Mantova vs Pisa,btts_yes,1.97
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Championship,Millwall vs Coventry,btts_no,1.81
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Championship,Millwall vs Coventry,btts_yes,2.07
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Serie B,Modena vs Salernitana,btts_no,1.82
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Serie B,Modena vs Salernitana,btts_yes,1.97
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Morecambe vs Grimsby,btts_no,2.2
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Morecambe vs Grimsby,btts_yes,1.71
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Port Vale vs Walsall,btts_no,1.92
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Port Vale vs Walsall,btts_yes,1.91
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Championship,Portsmouth vs Bristol City,btts_no,2.0
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Championship,Portsmouth vs Bristol City,btts_yes,1.87
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Bundesliga 2,Preußen Münster vs Magdeburg,btts_no,2.2
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Bundesliga 2,Preußen Münster vs Magdeburg,btts_yes,1.7
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Championship,Sheffield Weds vs Preston,btts_no,1.76
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Championship,Sheffield Weds vs Preston,btts_yes,2.13
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Stockport vs Exeter,btts_no,1.91
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Stockport vs Exeter,btts_yes,1.97
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Championship,Sunderland vs Stoke,btts_no,2.1
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,Championship,Sunderland vs Stoke,btts_yes,1.78
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Swindon vs Fleetwood Town,btts_no,2.34
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League Two,Swindon vs Fleetwood Town,btts_yes,1.67
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Wigan vs Leyton Orient,btts_no,1.75
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Wigan vs Leyton Orient,btts_yes,2.14
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Wycombe vs Reading,btts_no,2.27
2024-12-07,2024-12-07T00:00:00Z,2024-12-07,League One,Wycombe vs Reading,btts_yes,1.66
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,La Liga 2,Albacete vs Castellon,btts_no,2.3
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,La Liga 2,Albacete vs Castellon,btts_yes,1.67
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,La Liga 2,Burgos vs Eldense,btts_no,1.76
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,La Liga 2,Burgos vs Eldense,btts_yes,2.05
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Serie B,Catanzaro vs Brescia,btts_no,2.0
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Serie B,Catanzaro vs Brescia,btts_yes,1.82
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,La Liga 2,Cordoba vs Tenerife,btts_no,1.83
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,La Liga 2,Cordoba vs Tenerife,btts_yes,1.95
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Serie B,Cremonese vs Reggiana,btts_no,1.85
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Serie B,Cremonese vs Reggiana,btts_yes,1.97
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,La Liga 2,Ferrol vs Oviedo,btts_no,1.53
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,La Liga 2,Ferrol vs Oviedo,btts_yes,2.52
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Bundesliga 2,Fortuna Dusseldorf vs Braunschweig,btts_no,2.15
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Bundesliga 2,Fortuna Dusseldorf vs Braunschweig,btts_yes,1.74
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Bundesliga 2,Hamburg vs Darmstadt,btts_no,2.7
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Bundesliga 2,Hamburg vs Darmstadt,btts_yes,1.48
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,La Liga 2,Malaga vs Almeria,btts_no,2.04
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,La Liga 2,Malaga vs Almeria,btts_yes,1.76
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Bundesliga 2,Regensburg vs FC Koln,btts_no,2.04
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Bundesliga 2,Regensburg vs FC Koln,btts_yes,1.8
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Serie B,Sassuolo vs Sampdoria,btts_no,2.08
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Serie B,Sassuolo vs Sampdoria,btts_yes,1.73
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Serie B,Spezia vs Cittadella,btts_no,1.73
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Serie B,Spezia vs Cittadella,btts_yes,2.14
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Championship,West Brom vs Sheffield United,btts_no,2.03
2024-12-08,2024-12-08T00:00:00Z,2024-12-08,Championship,West Brom vs Sheffield United,btts_yes,1.83
2024-12-09,2024-12-09T00:00:00Z,2024-12-09,La Liga 2,Cartagena vs Sp Gijon,btts_no,1.82
2024-12-09,2024-12-09T00:00:00Z,2024-12-09,La Liga 2,Cartagena vs Sp Gijon,btts_yes,2.0
2024-12-09,2024-12-09T00:00:00Z,2024-12-09,Ligue 2,Metz vs Dunkerque,btts_no,1.8
2024-12-09,2024-12-09T00:00:00Z,2024-12-09,Ligue 2,Metz vs Dunkerque,btts_yes,2.05
2024-12-09,2024-12-09T00:00:00Z,2024-12-09,League One,Northampton vs Peterboro,btts_no,2.64
2024-12-09,2024-12-09T00:00:00Z,2024-12-09,League One,Northampton vs Peterboro,btts_yes,1.53
2024-12-10,2024-12-10T00:00:00Z,2024-12-10,Championship,Burnley vs Derby,btts_no,1.57
2024-12-10,2024-12-10T00:00:00Z,2024-12-10,Championship,Burnley vs Derby,btts_yes,2.55
2024-12-10,2024-12-10T00:00:00Z,2024-12-10,Championship,Leeds vs Middlesbrough,btts_no,2.09
2024-12-10,2024-12-10T00:00:00Z,2024-12-10,Championship,Leeds vs Middlesbrough,btts_yes,1.82
2024-12-10,2024-12-10T00:00:00Z,2024-12-10,Championship,Luton vs Stoke,btts_no,2.1
2024-12-10,2024-12-10T00:00:00Z,2024-12-10,Championship,Luton vs Stoke,btts_yes,1.82
2024-12-10,2024-12-10T00:00:00Z,2024-12-10,Championship,Plymouth vs Swansea,btts_no,2.05
2024-12-10,2024-12-10T00:00:00Z,2024-12-10,Championship,Plymouth vs Swansea,btts_yes,1.84
2024-12-10,2024-12-10T00:00:00Z,2024-12-10,Championship,Portsmouth vs Norwich,btts_no,2.17
2024-12-10,2024-12-10T00:00:00Z,2024-12-10,Championship,Portsmouth vs Norwich,btts_yes,1.75
2024-12-10,2024-12-10T00:00:00Z,2024-12-10,Championship,Sheffield Weds vs Blackburn,btts_no,1.93
2024-12-10,2024-12-10T00:00:00Z,2024-12-10,Championship,Sheffield Weds vs Blackburn,btts_yes,1.98
2024-12-10,2024-12-10T00:00:00Z,2024-12-10,Championship,Sunderland vs Bristol City,btts_no,1.88
2024-12-10,2024-12-10T00:00:00Z,2024-12-10,Championship,Sunderland vs Bristol City,btts_yes,1.98
2024-12-11,2024-12-11T00:00:00Z,2024-12-11,Championship,Cardiff vs Preston,btts_no,1.85
2024-12-11,2024-12-11T00:00:00Z,2024-12-11,Championship,Cardiff vs Preston,btts_yes,2.07
2024-12-11,2024-12-11T00:00:00Z,2024-12-11,Championship,Hull vs Watford,btts_no,2.2
2024-12-11,2024-12-11T00:00:00Z,2024-12-11,Championship,Hull vs Watford,btts_yes,1.73
2024-12-11,2024-12-11T00:00:00Z,2024-12-11,Championship,Millwall vs Sheffield United,btts_no,1.85
2024-12-11,2024-12-11T00:00:00Z,2024-12-11,Championship,Millwall vs Sheffield United,btts_yes,2.03
2024-12-11,2024-12-11T00:00:00Z,2024-12-11,Championship,West Brom vs Coventry,btts_no,2.14
2024-12-11,2024-12-11T00:00:00Z,2024-12-11,Championship,West Brom vs Coventry,btts_yes,1.77
2024-12-13,2024-12-13T00:00:00Z,2024-12-13,La Liga 2,Almeria vs Mirandes,btts_no,1.91
2024-12-13,2024-12-13T00:00:00Z,2024-12-13,La Liga 2,Almeria vs Mirandes,btts_yes,1.87
2024-12-13,2024-12-13T00:00:00Z,2024-12-13,Ligue 2,Amiens vs Laval,btts_no,1.85
2024-12-13,2024-12-13T00:00:00Z,2024-12-13,Ligue 2,Amiens vs Laval,btts_yes,2.0
2024-12-13,2024-12-13T00:00:00Z,2024-12-13,Ligue 2,Bastia vs Guingamp,btts_no,1.85
2024-12-13,2024-12-13T00:00:00Z,2024-12-13,Ligue 2,Bastia vs Guingamp,btts_yes,1.95
2024-12-13,2024-12-13T00:00:00Z,2024-12-13,Ligue 2,Clermont vs Rodez,btts_no,2.3
2024-12-13,2024-12-13T00:00:00Z,2024-12-13,Ligue 2,Clermont vs Rodez,btts_yes,1.65
2024-12-13,2024-12-13T00:00:00Z,2024-12-13,Championship,Derby vs Portsmouth,btts_no,1.91
2024-12-13,2024-12-13T00:00:00Z,2024-12-13,Championship,Derby vs Portsmouth,btts_yes,1.95
2024-12-13,2024-12-13T00:00:00Z,2024-12-13,Bundesliga 2,Hertha vs Preußen Münster,btts_no,2.1
2024-12-13,2024-12-13T00:00:00Z,2024-12-13,Bundesliga 2,Hertha vs Preußen Münster,btts_yes,1.78
2024-12-13,2024-12-13T00:00:00Z,2024-12-13,Bundesliga 2,Karlsruhe vs Regensburg,btts_no,2.05
2024-12-13,2024-12-13T00:00:00Z,2024-12-13,Bundesliga 2,Karlsruhe vs Regensburg,btts_yes,1.88
