date,kickoff_utc,league,match,match_tier,player_name,team,position,market,model_prob,fair_odds,market_odds,fair_implied,edge_abs,edge_rel,ev,ges,confidence,lazy_factors,n_games,data_source,tier,kelly_stake
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Danilo,Brazil,D,goals,0.386,2.59,,,,,,0.222,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Adrien Rabiot,France,M,goals,0.386,2.59,,,,,,0.299,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Igor Thiago,Brazil,F,goals,0.386,2.59,,,,,,0.689,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Douglas Santos,Brazil,D,goals,0.386,2.59,,,,,,0.252,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Michael Olise,France,M,goals,0.386,2.59,,,,,,0.352,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Aidan Morris,USA,M,goals,0.386,2.59,,,,,,0.264,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Joelinton,Brazil,M,goals,0.386,2.59,,,,,,0.274,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Vinícius Júnior,Brazil,M,goals,0.386,2.59,2.69,0.3507,0.0353,0.1006,0.0383,0.784,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Casemiro,Brazil,M,goals,0.386,2.59,,,,,,0.403,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Diego Moreira,Belgium,F,goals,0.386,2.59,5.0,0.1818,0.2042,1.123,0.93,0.652,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Lucas Stassin,Belgium,F,goals,0.386,2.59,,,,,,0.719,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Nathan Ngoy,Belgium,D,goals,0.386,2.59,13.0,0.0669,0.3191,4.7707,4.018,0.272,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Jules Koundé,France,D,goals,0.386,2.59,,,,,,0.23,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Tyler Adams,USA,M,goals,0.386,2.59,12.0,0.0725,0.3135,4.3268,3.632,0.221,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Erling Haaland,Norway,F,goals,0.386,2.59,,,,,,0.767,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Aurélien Tchouaméni,France,M,goals,0.386,2.59,,,,,,0.269,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Jorge Sánchez,Mexico,D,goals,0.386,2.59,,,,,,0.237,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,César Montes,Mexico,D,goals,0.386,2.59,16.0,0.0543,0.3317,6.1024,5.176,0.237,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T20:00:00+00:00,World Cup,Switzerland vs Colombia,PROP_LEAGUE,Luis Javier Suárez,Colombia,F,goals,0.386,2.59,,,,,,0.247,0.349,MINUTES|WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T20:00:00+00:00,World Cup,Switzerland vs Colombia,PROP_LEAGUE,Jhon Arias,Colombia,M,goals,0.386,2.59,6.0,0.1449,0.2411,1.6634,1.316,0.638,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Raúl Jiménez,Mexico,F,goals,0.386,2.59,3.7,0.2457,0.1403,0.571,0.4282,0.739,0.349,MINUTES|WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Jesús Gallardo,Mexico,D,goals,0.386,2.59,15.5,0.0561,0.3299,5.8804,4.983,0.236,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,James Garner,England,M,goals,0.386,2.59,,,,,,0.264,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Harry Kane,England,F,goals,0.386,2.59,2.72,0.3468,0.0392,0.1129,0.0499,0.822,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Roberto Alvarado,Mexico,F,goals,0.386,2.59,6.9,0.126,0.26,2.0629,1.6634,0.261,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Jarrod Bowen,England,F,goals,0.386,2.59,,,,,,0.687,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Marcus Thuram,France,M,goals,0.386,2.59,,,,,,0.731,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Gabriel Sara,Brazil,M,goals,0.386,2.59,,,,,,0.407,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,M. Olise,France,M,goals,0.386,2.59,,,,,,0.352,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Ezri Konsa,England,D,goals,0.386,2.59,19.0,0.0458,0.3402,7.4341,6.334,0.253,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Julián Quiñones,Mexico,F,goals,0.386,2.59,4.44,0.2048,0.1812,0.8852,0.7138,0.771,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Reece James,England,D,goals,0.386,2.59,14.0,0.0621,0.3239,5.2146,4.404,0.218,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Declan Rice,England,M,goals,0.386,2.59,9.5,0.0915,0.2945,3.2171,2.667,0.459,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Harry Maguire,England,D,goals,0.386,2.59,,,,,,0.264,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Fikayo Tomori,England,D,goals,0.386,2.59,,,,,,0.21,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Dominic Solanke,England,F,goals,0.386,2.59,,,,,,0.671,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Dominic Calvert-Lewin,England,F,goals,0.386,2.59,,,,,,0.699,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,A. Rabiot,France,M,goals,0.386,2.59,,,,,,0.299,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Rayan,Brazil,F,goals,0.386,2.59,,,,,,0.657,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,J. Koundé,France,D,goals,0.386,2.59,,,,,,0.23,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,D. Upamecano,France,D,goals,0.386,2.59,,,,,,0.241,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Lucas Digne,France,D,goals,0.386,2.59,,,,,,0.233,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Wesley,Brazil,D,goals,0.386,2.59,,,,,,0.398,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Andrey Santos,Brazil,M,goals,0.386,2.59,,,,,,0.389,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,André,Brazil,M,goals,0.386,2.59,,,,,,0.23,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Nico O'Reilly,England,D,goals,0.386,2.59,10.5,0.0828,0.3032,3.661,3.053,0.307,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Elliot Anderson,England,M,goals,0.386,2.59,12.0,0.0725,0.3135,4.3268,3.632,0.295,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Noni Madueke,England,M,goals,0.386,2.59,6.75,0.1288,0.2572,1.9963,1.6055,0.271,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Jude Bellingham,England,M,goals,0.386,2.59,5.14,0.1692,0.2168,1.2816,0.984,0.643,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,L. Digne,France,D,goals,0.386,2.59,,,,,,0.233,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Marc Guéhi,England,D,goals,0.386,2.59,16.5,0.0527,0.3333,6.3243,5.369,0.214,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Johan Vásquez,Mexico,D,goals,0.386,2.59,19.0,0.0458,0.3402,7.4341,6.334,0.582,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,O. Dembélé,France,M,goals,0.386,2.59,,,,,,0.72,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Jarell Quansah,England,D,goals,0.386,2.59,15.0,0.058,0.328,5.6585,4.79,0.396,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Carlos Augusto,Brazil,D,goals,0.386,2.59,,,,,,0.277,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Bremer,Brazil,D,goals,0.386,2.59,,,,,,0.294,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,João Pedro,Brazil,F,goals,0.386,2.59,,,,,,0.441,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Alejandro Grimaldo,Spain,D,goals,0.386,2.59,,,,,,0.282,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Sergio Gómez,Spain,D,goals,0.386,2.59,,,,,,0.218,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Eric García,Spain,D,goals,0.386,2.59,,,,,,0.21,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T20:00:00+00:00,World Cup,Switzerland vs Colombia,PROP_LEAGUE,Yerry Mina,Colombia,D,goals,0.386,2.59,13.0,0.0669,0.3191,4.7707,4.018,0.413,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Marcel Ruíz,Mexico,M,goals,0.386,2.59,,,,,,0.244,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T20:00:00+00:00,World Cup,Switzerland vs Colombia,PROP_LEAGUE,Aurèle Amenda,Switzerland,D,goals,0.386,2.59,21.0,0.0414,0.3446,8.3219,7.106,0.24,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Valentino Livramento,England,D,goals,0.386,2.59,,,,,,0.208,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Cole Palmer,England,M,goals,0.386,2.59,,,,,,0.493,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Kobbie Mainoo,England,M,goals,0.386,2.59,11.0,0.0791,0.3069,3.8829,3.246,0.254,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,J. Bellingham,England,M,goals,0.386,2.59,,,,,,0.643,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,M. Guéhi,England,D,goals,0.386,2.59,,,,,,0.214,0.349,MINUTES|WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,R. James,England,D,goals,0.386,2.59,,,,,,0.218,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,E. Konsa,England,D,goals,0.386,2.59,,,,,,0.253,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,D. Rice,England,M,goals,0.386,2.59,,,,,,0.459,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,H. Kane,England,F,goals,0.386,2.59,,,,,,0.822,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Tino Livramento,England,D,goals,0.386,2.59,,,,,,0.208,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T20:00:00+00:00,World Cup,Switzerland vs Colombia,PROP_LEAGUE,Vincent Sierro,Switzerland,M,goals,0.386,2.59,,,,,,0.253,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,N. Madueke,England,M,goals,0.386,2.59,,,,,,0.271,0.349,MINUTES|WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Adam Wharton,England,M,goals,0.386,2.59,,,,,,0.433,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Lewis Hall,England,D,goals,0.386,2.59,,,,,,0.232,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,N. O&apos;Reilly,England,D,goals,0.386,2.59,,,,,,0.307,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,E. Anderson,England,M,goals,0.386,2.59,,,,,,0.295,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Myles Lewis-Skelly,England,D,goals,0.386,2.59,,,,,,0.215,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Julián Quiñones,Mexico,F,sot,0.378,2.65,1.71,0.5517,-0.1737,-0.3148,-0.3536,0.771,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Vitinha,Portugal,M,goals,0.377,2.65,,,,,,0.222,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Aron Dønnum,Norway,F,goals,0.376,2.66,,,,,,0.666,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Rúben Dias,Portugal,D,goals,0.376,2.66,16.0,0.0543,0.3217,5.9184,5.016,0.237,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,João Palhinha,Portugal,M,goals,0.376,2.66,,,,,,0.605,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T20:00:00+00:00,World Cup,Switzerland vs Colombia,PROP_LEAGUE,Luis Díaz,Colombia,F,sot,0.374,2.68,,,,,,0.729,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Matheus Nunes,Portugal,M,goals,0.372,2.69,,,,,,0.211,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Dominic Calvert-Lewin,England,F,sot,0.372,2.69,,,,,,0.699,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Renato Veiga,Portugal,M,goals,0.371,2.7,17.0,0.0512,0.3198,6.253,5.307,0.251,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Gonçalo Inácio,Portugal,D,goals,0.37,2.7,12.0,0.0725,0.2975,4.106,3.44,0.204,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Tomás Araújo,Portugal,D,goals,0.368,2.72,12.0,0.0725,0.2955,4.0784,3.416,0.205,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Abdessamad Ezzalzouli,Morocco,M,goals,0.367,2.72,,,,,,0.471,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Martin Ødegaard,Norway,M,goals,0.363,2.76,,,,,,0.431,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Felix Horn Myhre,Norway,M,goals,0.359,2.79,,,,,,0.239,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Sander Berge,Norway,M,goals,0.358,2.8,15.0,0.058,0.3,5.1755,4.37,0.225,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Torbjørn Heggem,Norway,D,goals,0.358,2.79,,,,,,0.251,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Sebastian Sebulonsen,Norway,D,goals,0.358,2.8,,,,,,0.276,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Kristoffer Ajer,Norway,D,goals,0.357,2.8,21.0,0.0414,0.3156,7.6216,6.497,0.248,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Marcus Pedersen,Norway,D,goals,0.357,2.8,16.0,0.0543,0.3027,5.5688,4.712,0.384,0.349,MINUTES|WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Eivind Helland,Norway,D,goals,0.357,2.8,,,,,,0.24,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Odin Luras Bjørtuft,Norway,D,goals,0.357,2.8,,,,,,0.248,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Andreas Hanche-Olsen,Norway,D,goals,0.357,2.8,,,,,,0.242,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Zakaria El Ouahdi,Morocco,D,goals,0.354,2.82,,,,,,0.658,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,David Möller Wolfe,Norway,D,goals,0.354,2.83,18.0,0.0483,0.3057,6.3278,5.372,0.221,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,David Møller Wolfe,Norway,D,goals,0.354,2.83,,,,,,0.221,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T20:00:00+00:00,World Cup,Switzerland vs Colombia,PROP_LEAGUE,Cucho Hernández,Colombia,F,sot,0.352,2.84,,,,,,0.73,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Cole Palmer,England,M,sot,0.351,2.85,,,,,,0.493,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Rayan,Brazil,F,sot,0.35,2.86,,,,,,0.657,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Fermín López,Spain,M,sot,0.35,2.85,,,,,,0.487,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Enzo Fernández,Argentina,M,sot,0.347,2.89,2.2,0.4288,-0.0818,-0.1908,-0.2366,0.267,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Michael Olise,France,M,sot2,0.335,2.98,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Cristiano Ronaldo,Portugal,F,sot,0.335,2.98,1.4,0.6739,-0.3389,-0.5029,-0.531,0.8,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Harry Kane,England,F,sot2,0.335,2.98,2.3,0.4102,-0.0752,-0.1833,-0.2295,,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Kylian Mbappé,France,F,sot2,0.335,2.98,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,M. Olise,France,M,sot2,0.335,2.98,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,H. Kane,England,F,sot2,0.335,2.98,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,António Silva,Portugal,D,goals,0.334,2.99,,,,,,0.203,0.3115,WC_LOW_CONF,5,match_level,AVOID,
