date,kickoff_utc,league,match,match_tier,player_name,team,position,market,model_prob,fair_odds,market_odds,fair_implied,edge_abs,edge_rel,ev,ges,confidence,lazy_factors,n_games,data_source,tier,kelly_stake
2026-07-07,2026-07-07T20:00:00+00:00,World Cup,Switzerland vs Colombia,PROP_LEAGUE,Jhon Arias,Colombia,M,sot,0.333,3.01,2.15,0.4388,-0.1058,-0.2411,-0.2841,0.638,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Azzedine Ounahi,Morocco,M,goals,0.324,3.09,,,,,,0.567,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Hamdy Fathy,Egypt,M,cards,0.324,3.09,,,,,,,0.698,REFEREE,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Maghnes Akliouche,France,M,sot,0.322,3.1,,,,,,0.273,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Giuliano Simeone,Argentina,M,goals,0.322,3.11,3.75,0.2424,0.0796,0.3283,0.2075,0.455,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Lionel Messi,Argentina,M,sot2,0.321,3.11,1.47,0.6418,-0.3208,-0.4998,-0.5281,,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Alexander Freeman,USA,M,goals,0.319,3.14,,,,,,0.408,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Valentín Barco,Argentina,M,goals,0.318,3.14,6.5,0.1338,0.1842,1.377,1.067,0.578,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Erling Haaland,Norway,F,sot,0.317,3.16,,,,,,0.767,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Bilal El Khannouss,Morocco,M,goals,0.312,3.21,,,,,,0.283,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Exequiel Palacios,Argentina,M,goals,0.311,3.22,7.5,0.1159,0.1951,1.6824,1.3325,0.248,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Raúl Jiménez,Mexico,F,sot,0.311,3.21,1.7,0.5549,-0.2439,-0.4396,-0.4713,0.739,0.349,MINUTES|WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Jarrod Bowen,England,F,sot,0.311,3.21,,,,,,0.687,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Marcos Senesi,Argentina,D,goals,0.31,3.22,9.0,0.0966,0.2134,2.2085,1.79,0.241,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Brahim Díaz,Morocco,M,goals,0.309,3.24,,,,,,0.244,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Achraf Hakimi,Morocco,D,goals,0.309,3.23,,,,,,0.504,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Neil El Aynaoui,Morocco,M,goals,0.308,3.25,,,,,,0.287,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Zeno Debast,Belgium,D,goals,0.307,3.26,15.0,0.058,0.249,4.2957,3.605,0.408,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Noussair Mazraoui,Morocco,D,goals,0.306,3.27,,,,,,0.222,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Chadi Riad,Morocco,D,goals,0.306,3.26,,,,,,0.239,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Sofyan Amrabat,Morocco,M,goals,0.306,3.27,,,,,,0.23,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Ayyoub Bouaddi,Morocco,M,goals,0.306,3.27,,,,,,0.239,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Adam Masina,Morocco,D,goals,0.306,3.27,,,,,,0.208,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Issa Diop,Morocco,D,goals,0.306,3.27,,,,,,0.401,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Nayef Aguerd,Morocco,D,goals,0.306,3.27,,,,,,0.264,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Bruno Guimarães,Brazil,M,sot,0.303,3.3,2.5,0.3774,-0.0744,-0.1971,-0.2425,0.427,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Mohamed Salah,Egypt,M,goals,0.302,3.31,5.2,0.1672,0.1348,0.806,0.5704,0.448,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Jude Bellingham,England,M,sot,0.301,3.32,1.8,0.5241,-0.2231,-0.4257,-0.4582,0.643,0.349,SET_PIECE|WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,J. Bellingham,England,M,sot,0.301,3.32,,,,,,0.643,0.349,SET_PIECE|WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Lucas Stassin,Belgium,F,sot,0.296,3.37,,,,,,0.719,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T20:00:00+00:00,World Cup,Switzerland vs Colombia,PROP_LEAGUE,Breel Embolo,Switzerland,F,sot,0.295,3.39,1.75,0.5391,-0.2441,-0.4528,-0.4838,0.731,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Emam Ashour,Egypt,M,goals,0.294,3.41,15.5,0.0561,0.2379,4.2405,3.557,0.62,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Ibrahima Konaté,France,D,goals,0.285,3.51,,,,,,0.244,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Leandro Trossard,Belgium,M,sot,0.284,3.52,1.74,0.5422,-0.2582,-0.4762,-0.5058,0.71,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Omar Marmoush,Egypt,F,goals,0.274,3.65,6.5,0.1338,0.1402,1.0481,0.781,0.48,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Jérémy Doku,Belgium,M,sot,0.274,3.65,2.0,0.4717,-0.1977,-0.4191,-0.452,0.268,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Alejandro Grimaldo,Spain,D,sot,0.271,3.7,,,,,,0.282,0.349,SET_PIECE|WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Casemiro,Brazil,M,sot,0.27,3.7,,,,,,0.403,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Dominic Solanke,England,F,sot,0.264,3.79,,,,,,0.671,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Mikel Oyarzabal,Spain,F,sot2,0.261,3.82,2.35,0.4014,-0.1404,-0.3498,-0.3866,,0.349,MINUTES|WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Hamdy Fathy,Egypt,M,goals,0.259,3.86,17.0,0.0512,0.2078,4.0634,3.403,0.217,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Mohamed Hany,Egypt,M,goals,0.259,3.86,41.0,0.0212,0.2378,11.2118,9.619,0.23,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Bruno Fernandes,Portugal,M,sot,0.259,3.86,1.86,0.5072,-0.2482,-0.4894,-0.5183,0.289,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Marwan Attia,Egypt,M,goals,0.259,3.86,25.0,0.0348,0.2242,6.4463,5.475,0.241,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Rami Rabia,Egypt,D,goals,0.258,3.88,,,,,,0.22,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Yasser Ibrahim,Egypt,D,goals,0.258,3.88,25.0,0.0348,0.2232,6.4175,5.45,0.23,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Michael Olise,France,M,assists,0.256,3.91,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Erling Haaland,Norway,F,sot2,0.256,3.91,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Ousmane Dembélé,France,M,assists,0.256,3.91,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,O. Dembélé,France,M,assists,0.256,3.91,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,M. Olise,France,M,assists,0.256,3.91,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Erik Lira,Mexico,M,goals,0.254,3.94,23.0,0.0378,0.2162,5.7183,4.842,0.208,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Malik Tillman,USA,F,sot,0.252,3.97,1.95,0.4838,-0.2318,-0.4791,-0.5086,0.657,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T20:00:00+00:00,World Cup,Switzerland vs Colombia,PROP_LEAGUE,Gustavo Puerta,Colombia,M,sot,0.25,4.0,2.0,0.4717,-0.2217,-0.47,-0.5,0.316,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Maxim De Cuyper,Belgium,M,sot,0.249,4.01,2.7,0.3494,-0.1004,-0.2874,-0.3277,0.286,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Mostafa Ziko,Egypt,F,goals,0.244,4.09,8.5,0.1023,0.1417,1.3851,1.074,0.674,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Kevin De Bruyne,Belgium,M,sot2,0.24,4.17,4.8,0.1894,0.0506,0.2672,0.152,,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Nuno Mendes,Portugal,D,sot,0.238,4.21,4.6,0.1976,0.0404,0.2043,0.0948,0.391,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Maxence Lacroix,France,D,goals,0.237,4.21,,,,,,0.219,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Pablo Fornals,Spain,M,sot,0.237,4.22,,,,,,0.593,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Wesley,Brazil,D,sot,0.236,4.24,,,,,,0.398,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T20:00:00+00:00,World Cup,Switzerland vs Colombia,PROP_LEAGUE,Denis Zakaria,Switzerland,M,goals,0.236,4.23,14.0,0.0621,0.1739,2.7996,2.304,0.265,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Cristiano Ronaldo,Portugal,F,sot2,0.235,4.26,2.75,0.3431,-0.1081,-0.315,-0.3538,,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Igor Thiago,Brazil,F,sot2,0.235,4.26,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Nico Paz,Argentina,F,sot2,0.234,4.27,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Brenden Aaronson,USA,M,goals,0.234,4.27,,,,,,0.259,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Folarin Balogun,USA,F,sot,0.234,4.27,,,,,,0.749,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Alexander Sørloth,Norway,M,sot,0.233,4.3,,,,,,0.249,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T20:00:00+00:00,World Cup,Switzerland vs Colombia,PROP_LEAGUE,Deiver Machado,Colombia,D,goals,0.23,4.35,11.0,0.0791,0.1509,1.9095,1.53,0.222,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Lionel Messi,Argentina,M,assists,0.228,4.38,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Samu Aghehowa,Spain,F,sot2,0.227,4.4,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Miles Robinson,USA,D,goals,0.226,4.43,11.0,0.0791,0.1469,1.8589,1.486,0.231,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Ismael Saibari,Morocco,M,sot,0.219,4.57,,,,,,0.689,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Joelinton,Brazil,M,sot,0.219,4.57,,,,,,0.274,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,A. Rabiot,France,M,sot,0.213,4.69,,,,,,0.299,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Adrien Rabiot,France,M,sot,0.213,4.69,,,,,,0.299,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Pedro Neto,Portugal,F,sot,0.212,4.73,2.25,0.4193,-0.2073,-0.4944,-0.523,0.616,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Sergiño Dest,USA,F,sot,0.208,4.81,2.7,0.3494,-0.1414,-0.4047,-0.4384,0.571,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Sergio Gómez,Spain,D,cards,0.204,4.9,,,,,,,0.698,REFEREE,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Javier Guerra,Spain,M,sot,0.203,4.92,,,,,,0.739,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Abdessamad Ezzalzouli,Morocco,M,sot,0.202,4.96,,,,,,0.471,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Diogo Dalot,Portugal,D,goals,0.2,5.01,13.0,0.0669,0.1331,1.99,1.6,0.251,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Igor Jesus,Brazil,F,sot2,0.199,5.03,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Julian Ryerson,Norway,D,goals,0.193,5.17,17.0,0.0512,0.1418,2.7731,2.281,0.223,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Marcus Thuram,France,M,sot2,0.193,5.19,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Pedri,Spain,M,assists,0.192,5.2,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Weston McKennie,USA,F,sot,0.192,5.2,2.6,0.3628,-0.1708,-0.4708,-0.5008,0.521,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Alexis Saelemaekers,Belgium,F,sot,0.192,5.22,2.0,0.4717,-0.2797,-0.593,-0.616,0.665,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Diego Moreira,Belgium,F,sot,0.191,5.25,2.45,0.3851,-0.1941,-0.504,-0.532,0.652,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Aurélien Tchouaméni,France,M,sot,0.186,5.37,,,,,,0.269,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Charles De Ketelaere,Belgium,F,sot,0.185,5.42,1.66,0.5683,-0.3833,-0.6745,-0.6929,0.632,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Noni Madueke,England,F,sot,0.185,5.42,2.1,0.4492,-0.2642,-0.5882,-0.6115,0.601,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Ben White,England,D,goals,0.18,5.57,,,,,,0.23,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-09,2026-07-09T20:00:00+00:00,World Cup,France vs Morocco,PROP_LEAGUE,Redouane Halhal,Morocco,D,goals,0.178,5.61,,,,,,0.223,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,N. Madueke,England,M,sot,0.178,5.61,,,,,,0.271,0.386,SET_PIECE|MINUTES|WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Marc Pubill,Spain,D,sot,0.176,5.67,4.0,0.2273,-0.0513,-0.2256,-0.296,0.406,0.349,SET_PIECE|WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Fabián Ruiz,Spain,M,sot,0.171,5.86,2.5,0.3774,-0.2064,-0.5468,-0.5725,0.305,0.386,SET_PIECE|MINUTES|WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Alexis Mac Allister,Argentina,M,sot,0.17,5.88,2.75,0.3431,-0.1731,-0.5044,-0.5325,0.254,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Gabriel Sara,Brazil,M,sot,0.17,5.9,,,,,,0.407,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Jérémy Doku,Belgium,M,assists,0.169,5.91,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Roberto Alvarado,Mexico,F,sot,0.167,5.97,2.7,0.3494,-0.1824,-0.522,-0.5491,0.261,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T20:00:00+00:00,World Cup,Switzerland vs Colombia,PROP_LEAGUE,Luis Javier Suárez,Colombia,F,sot,0.163,6.13,,,,,,0.247,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Julián Quiñones,Mexico,M,sot2,0.163,6.14,4.6,0.1976,-0.0346,-0.1752,-0.2502,,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Vitinha,Portugal,M,sot,0.16,6.24,,,,,,0.222,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Mohamed Salah,Egypt,F,sot,0.16,6.26,1.83,0.5155,-0.3555,-0.6896,-0.7072,0.688,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,N. O&apos;Reilly,England,D,sot,0.159,6.31,,,,,,0.307,0.349,SET_PIECE|WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T00:00:00+00:00,World Cup,Mexico vs England,PROP_LEAGUE,Nico O'Reilly,England,D,sot,0.159,6.31,3.0,0.3145,-0.1555,-0.4944,-0.523,0.307,0.349,SET_PIECE|WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Alex Baena,Spain,F,sot,0.158,6.32,,,,,,0.687,0.3115,WC_LOW_CONF,5,match_level,AVOID,
2026-07-06,2026-07-06T19:00:00+00:00,World Cup,Portugal vs Spain,PROP_LEAGUE,Alejandro Baena,Spain,F,sot,0.158,6.32,1.86,0.5072,-0.3492,-0.6885,-0.7061,0.687,0.3115,WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T16:00:00+00:00,World Cup,Argentina vs Egypt,PROP_LEAGUE,Giuliano Simeone,Argentina,M,sot,0.157,6.39,1.4,0.6739,-0.5169,-0.767,-0.7802,0.455,0.349,MINUTES|WC_LOW_CONF,5,match_level,AVOID,0.0
2026-07-07,2026-07-07T00:00:00+00:00,World Cup,USA vs Belgium,PROP_LEAGUE,Aidan Morris,USA,M,sot,0.157,6.37,,,,,,0.264,0.349,SET_PIECE|WC_LOW_CONF,5,match_level,AVOID,
2026-07-05,2026-07-05T20:00:00+00:00,World Cup,Brazil vs Norway,PROP_LEAGUE,Julian Ryerson,Norway,D,assists,0.155,6.43,,,,,,,0.3115,WC_LOW_CONF,5,match_level,AVOID,
