date,league,season,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_corners,away_corners,home_fouls,away_fouls,home_shots,away_shots,home_sot,away_sot,ftr,referee,odds_over25,odds_under25,odds_btts,odds_over15,odds_over35,total_goals,over25,over15,over35,btts,ht_total_goals,ht_over05,ht_over15,home_sot_ratio,away_sot_ratio,home_xg,away_xg,home_insidebox,away_insidebox,home_scored_last5,home_conceded_last5,home_over25_last5,home_shots_last5,home_sot_last5,home_corners_pg_roll,home_fouls_pg_roll,home_xg_last5,home_insidebox_last5,home_ht_scored_last5,home_ht_conceded_last5,home_ht_over05_rate,home_ht_over15_rate,away_scored_last5,away_conceded_last5,away_over25_last5,away_shots_last5,away_sot_last5,away_corners_pg_roll,away_fouls_pg_roll,away_xg_last5,away_insidebox_last5,away_ht_scored_last5,away_ht_conceded_last5,away_ht_over05_rate,away_ht_over15_rate,combined_ht_goals_avg,home_ht_attack_str,away_ht_attack_str,home_ht_defense_str,away_ht_defense_str,league_avg_goals,home_attack_str,away_attack_str,home_defense_str,away_defense_str,home_rest_days,away_rest_days,home_advantage,away_home_adv_factor,home_season_goals_h,away_season_goals_a,home_season_conceded_h,away_season_conceded_a,home_cs_rate_h,away_cs_rate_a,home_sot_ratio_last5,away_sot_ratio_last5,combined_sot_ratio,home_sp_goals_pg,away_sp_goals_pg,home_pen_goals_pg,away_pen_goals_pg,home_fk_goals_pg,away_fk_goals_pg,referee_foul_avg,implied_prob_over,implied_prob_under,bookmaker_overround,p_over25_poisson_dc,p_over25,impl_prob_over,impl_prob_under,edge_over,edge_under,kelly_over,kelly_under,ev_over,ev_under,both_losing,stake_over,stake_under,tier_over,tier_under,min_odds_blocked,bet,bet_stake,best_edge,best_side,signal_tier,pnl,cumulative_pnl,drawdown
2021-11-28,Norway Eliteserien,2021/22,Utrecht,Heracles,1.0,0.0,0.0,0.0,9.0,3.0,10.0,12.0,22.0,8.0,7.0,0.0,H,,1.74,2.07,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,,,,,2.0,2.2,1.0,12.8,4.6,5.2,11.0,,,0.8,1.6,1.0,1.0,1.0,1.4,0.4,13.6,4.8,3.6,14.0,,,0.6,0.6,0.6,0.4,1.4,1.2307692307692308,0.923076923076923,2.4615384615384617,0.923076923076923,3.0220820189274447,1.3235908141962422,0.6617954070981211,1.4559498956158665,0.9265135699373696,0.0,0.0,0.4,0.6,3.5,0.8,1.0,1.8,0.16666666666666666,0.0,0.35937499999999994,0.35294117647058826,0.3561580882352941,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.5747126436781609,0.48309178743961356,0.057804431117774335,0.5768099188731564,0.6029644459576614,0.5747126436781609,0.48309178743961356,0.028251802279500526,-0.08605623339727497,0.06642991346801465,0.0,0.04915813596633092,-0.17813640313235918,True,0.0,0.0,AVOID,AVOID,False,AVOID,0.0,0.028251802279500526,OVER,AVOID,0.0,0.0,0.0
2021-12-01,Norway Eliteserien,2021/22,Feyenoord,Heracles,2.0,1.0,1.0,1.0,1.0,1.0,8.0,11.0,22.0,4.0,12.0,2.0,H,,1.56,2.41,,,,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.5454545454545454,0.5,,,,,1.8,0.4,0.4,18.6,6.6,7.6,8.6,,,1.2,0.2,0.4,0.4,0.6,0.8,0.2,10.8,3.6,3.0,13.8,,,0.4,0.4,0.4,0.2,1.6,1.846153846153846,0.6153846153846154,0.3076923076923077,0.6153846153846154,3.009375,1.1962616822429908,0.3987538940809969,0.2658359293873313,0.5316718587746626,3.0,3.0,0.2,0.4,2.8333333333333335,0.6666666666666666,1.0,1.6666666666666667,0.5,0.0,0.3548387096774193,0.3333333333333333,0.3440860215053763,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.641025641025641,0.41493775933609955,0.05596340036174041,0.4302912533424893,0.5898831526621805,0.641025641025641,0.41493775933609955,-0.05114248836346047,-0.004820911998280053,0.0,0.0,-0.07978228184699833,-0.01161839791585493,True,0.0,0.0,AVOID,AVOID,False,AVOID,0.0,-0.004820911998280053,UNDER,AVOID,0.0,0.0,0.0
2021-12-02,Norway Eliteserien,2021/22,AZ Alkmaar,For Sittard,2.0,1.0,1.0,1.0,2.0,3.0,12.0,9.0,19.0,7.0,7.0,2.0,H,,1.38,2.96,,,,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.3684210526315789,0.2857142857142857,,,,,0.8,1.2,0.2,16.2,5.2,7.2,9.2,,,0.4,0.8,0.6,0.2,1.4,3.2,0.8,11.0,4.8,2.8,11.0,,,0.8,1.0,0.8,0.6,1.2000000000000002,0.6153846153846154,1.2307692307692308,1.2307692307692308,1.5384615384615383,3.0093652445369408,0.5316735822959889,0.9304287690179806,0.7975103734439833,2.1266943291839557,0.0,0.0,0.6,0.4,2.8,1.1666666666666667,1.4,2.1666666666666665,0.2,0.0,0.3209876543209877,0.43636363636363634,0.378675645342312,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.7246376811594204,0.33783783783783783,0.06247551899725812,0.37728625000368365,0.6305081917993005,0.7246376811594204,0.33783783783783783,-0.09412948936011989,0.03165397036286166,0.0,0.047803955241872684,-0.12989869531696543,0.09369575227407051,True,0.0,0.0,AVOID,AVOID,False,AVOID,0.0,0.03165397036286166,UNDER,AVOID,0.0,0.0,0.0
2021-12-02,Norway Eliteserien,2021/22,Ajax,Willem II,5.0,0.0,3.0,0.0,8.0,1.0,2.0,8.0,21.0,3.0,9.0,0.0,H,,1.19,4.45,,,,5.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.42857142857142855,0.0,,,,,2.2,0.0,0.4,20.0,7.4,7.8,8.2,,,0.8,0.0,0.6,0.2,0.6,2.4,0.6,14.8,4.0,7.0,9.2,,,0.2,0.8,0.4,0.4,1.0,1.2307692307692308,0.3076923076923077,0.0,1.2307692307692308,3.0093555093555096,1.4621070811744388,0.39875647668393777,0.0,1.595025906735751,0.0,0.0,0.4,0.8,3.857142857142857,1.4285714285714286,0.14285714285714285,1.7142857142857142,0.8571428571428571,0.2857142857142857,0.37,0.27027027027027023,0.32013513513513514,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.8403361344537815,0.2247191011235955,0.06505523557737702,0.5305463165333173,0.6277902335659412,0.8403361344537815,0.2247191011235955,-0.2125459008878403,0.1474906653104633,0.0,0.190241582791757,-0.25292962205652997,0.6563334606315616,True,0.0,1.0,AVOID,SNIPER,False,AVOID,0.0,0.1474906653104633,UNDER,AVOID,0.0,0.0,0.0
2021-12-03,Norway Eliteserien,2021/22,Groningen,Zwolle,1.0,1.0,0.0,1.0,6.0,4.0,11.0,25.0,8.0,12.0,1.0,4.0,D,,2.26,1.63,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.125,0.3333333333333333,,,,,1.6,1.0,0.4,13.4,5.4,4.4,10.6,,,0.6,0.6,0.8,0.2,0.8,1.8,0.6,9.0,2.8,3.6,12.0,,,0.4,1.4,0.6,0.4,1.0,0.923076923076923,0.6153846153846154,0.923076923076923,2.1538461538461537,3.011422637590862,1.0626206896551724,0.5313103448275862,0.6641379310344827,1.195448275862069,0.0,0.0,0.4,0.4,0.8333333333333334,0.5714285714285714,0.6666666666666666,2.7142857142857144,0.3333333333333333,0.0,0.40298507462686567,0.3111111111111111,0.3570480928689884,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.4424778761061947,0.6134969325153374,0.055974808621532146,0.43029125334248963,0.6061203249460895,0.4424778761061947,0.6134969325153374,0.16364244883989476,-0.2196172574614269,0.29351740823663663,0.0,0.36983193437816214,-0.35797612966212583,True,1.0,0.0,SNIPER,AVOID,False,AVOID,0.0,0.16364244883989476,OVER,AVOID,0.0,0.0,0.0
2021-12-04,Norway Eliteserien,2021/22,Heracles,Heerenveen,0.0,1.0,0.0,0.0,5.0,1.0,8.0,5.0,12.0,10.0,2.0,2.0,A,,1.64,2.25,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2,,,,,0.8,1.0,0.4,9.6,3.4,2.6,13.0,,,0.6,0.6,0.6,0.4,1.2,1.4,0.6,10.8,3.6,3.6,7.6,,,0.4,0.4,0.6,0.2,1.0,0.923076923076923,0.6153846153846154,0.923076923076923,0.6153846153846154,3.0103734439834025,0.5314955203308064,0.7972432804962095,0.6643694004135079,0.930117160578911,0.0,0.0,0.4,0.4,1.4285714285714286,1.0,1.1428571428571428,1.1666666666666667,0.2857142857142857,0.3333333333333333,0.3541666666666667,0.3333333333333333,0.34375,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.6097560975609756,0.4444444444444444,0.054200542005419905,0.3233235838169365,0.6083913406152314,0.6097560975609756,0.4444444444444444,-0.0013647569457442277,-0.05283578505967579,0.0,0.0,-0.0022382013910205332,-0.11888051638427052,True,0.0,0.0,AVOID,AVOID,False,AVOID,0.0,-0.0013647569457442277,OVER,AVOID,0.0,0.0,0.0
2021-12-04,Norway Eliteserien,2021/22,Cambuur,Vitesse,1.0,6.0,1.0,3.0,3.0,8.0,11.0,6.0,7.0,23.0,1.0,9.0,A,,1.58,2.35,,,,7.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.14285714285714285,0.391304347826087,,,,,2.0,1.4,0.8,12.0,5.0,3.8,9.8,,,0.8,1.0,0.8,0.6,1.0,1.2,0.6,17.2,5.2,7.0,12.6,,,0.6,0.6,0.8,0.4,1.4,1.2307692307692308,0.923076923076923,1.5384615384615383,0.923076923076923,3.0082901554404144,1.3296589734757147,0.6648294867378574,0.9307612814330003,0.7977953840854288,0.0,0.0,0.2,0.6,2.142857142857143,1.0,1.7142857142857142,1.2857142857142858,0.14285714285714285,0.42857142857142855,0.4166666666666667,0.3023255813953489,0.3594961240310078,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.6329113924050632,0.425531914893617,0.0584433072986803,0.5768099188731564,0.6099943564155995,0.6329113924050632,0.425531914893617,-0.022917035989463708,-0.03552627130921654,0.0,0.0,-0.03620891686335266,-0.08348673757665886,True,0.0,0.0,AVOID,AVOID,False,AVOID,0.0,-0.022917035989463708,OVER,AVOID,0.0,0.0,0.0
2021-12-04,Norway Eliteserien,2021/22,PSV Eindhoven,Utrecht,4.0,1.0,2.0,1.0,3.0,2.0,12.0,8.0,11.0,10.0,6.0,1.0,H,,1.56,2.4,,,,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5454545454545454,0.1,,,,,2.4,1.8,0.6,14.4,6.6,3.6,7.8,,,1.2,0.6,1.0,0.4,2.0,1.2,0.8,15.6,5.4,6.4,11.6,,,0.8,1.0,0.8,0.8,2.0,1.846153846153846,1.2307692307692308,0.923076923076923,1.5384615384615383,3.012422360248447,1.5934020618556701,1.327835051546392,1.1950515463917526,0.7967010309278351,0.0,0.0,0.2,0.4,3.0,1.0,1.5714285714285714,1.4285714285714286,0.14285714285714285,0.42857142857142855,0.4583333333333333,0.3461538461538462,0.40224358974358976,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.641025641025641,0.4166666666666667,0.05769230769230771,0.8148577142617279,0.6088956958251485,0.641025641025641,0.4166666666666667,-0.032129945200492505,-0.02556236249181515,0.0,0.0,-0.050122714512768306,-0.061349669980356354,True,0.0,0.0,AVOID,AVOID,False,AVOID,0.0,-0.02556236249181515,UNDER,AVOID,0.0,0.0,0.0
2021-12-05,Norway Eliteserien,2021/22,Waalwijk,Nijmegen,2.0,1.0,1.0,1.0,3.0,5.0,16.0,19.0,15.0,11.0,6.0,4.0,H,,1.86,1.94,,,,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.4,0.36363636363636365,,,,,0.4,1.4,0.2,10.0,2.6,4.8,12.6,,,0.2,0.4,0.4,0.2,1.8,1.2,0.6,13.6,6.2,6.4,9.2,,,0.8,0.2,0.6,0.2,1.0,0.3076923076923077,1.2307692307692308,0.6153846153846154,0.3076923076923077,3.014477766287487,0.2653859348198971,1.194236706689537,0.9288507718696397,0.7961578044596912,0.0,0.0,0.4,0.8,0.7142857142857143,1.5714285714285714,1.5714285714285714,2.0,0.2857142857142857,0.14285714285714285,0.26,0.4558823529411765,0.35794117647058826,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.5376344086021505,0.5154639175257733,0.053098326127923645,0.37728625000368343,0.6343565006867206,0.5376344086021505,0.5154639175257733,0.09672209208457005,-0.1498204182124938,0.2091896410201166,0.0,0.1799030912773003,-0.290651611332238,True,1.0,0.0,VALUABLE,AVOID,True,AVOID,0.0,0.09672209208457005,OVER,AVOID,0.0,0.0,0.0
2021-12-05,Norway Eliteserien,2021/22,Feyenoord,For Sittard,5.0,0.0,2.0,0.0,9.0,2.0,9.0,10.0,24.0,8.0,10.0,5.0,H,,1.32,3.29,,,,5.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.4166666666666667,0.625,,,,,1.6,0.2,0.4,18.8,8.0,6.6,9.0,,,1.0,0.2,0.4,0.4,1.4,3.4,1.0,10.2,3.8,2.4,10.4,,,1.0,1.2,1.0,0.8,2.0,1.5384615384615383,1.5384615384615383,0.3076923076923077,1.846153846153846,3.015479876160991,1.0611909650924025,0.928542094455852,0.13264887063655031,2.255030800821355,0.0,0.0,0.0,0.6,2.7142857142857144,1.1428571428571428,1.0,2.142857142857143,0.42857142857142855,0.0,0.425531914893617,0.37254901960784315,0.39904046725073006,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.7575757575757576,0.303951367781155,0.061527125356912515,0.5768099188731566,0.606617768790861,0.7575757575757576,0.303951367781155,-0.15095798878489652,0.08943086342798395,0.0,0.1284836422174966,-0.19926454519606343,0.2942275406780672,True,0.0,1.0,AVOID,VALUABLE,False,AVOID,0.0,0.08943086342798395,UNDER,AVOID,0.0,0.0,0.0
2021-12-05,Norway Eliteserien,2021/22,Go Ahead Eagles,Twente,1.0,2.0,1.0,0.0,7.0,3.0,9.0,6.0,12.0,11.0,5.0,2.0,A,,2.09,1.74,,,,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.4166666666666667,0.18181818181818182,,,,,1.4,1.0,0.4,9.4,3.8,4.2,8.4,,,0.0,0.6,0.4,0.2,1.0,1.4,0.4,10.2,4.0,3.2,9.6,,,0.6,0.4,0.4,0.2,0.6,0.0,0.923076923076923,0.923076923076923,0.6153846153846154,3.0175257731958762,0.9279125384352579,0.6627946703108986,0.6627946703108986,0.9279125384352579,0.0,0.0,0.0,0.8,1.7142857142857142,1.7142857142857142,1.2857142857142858,1.8571428571428572,0.2857142857142857,0.14285714285714285,0.40425531914893614,0.3921568627450981,0.3982060909470171,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.47846889952153115,0.5747126436781609,0.05318154319969204,0.4302912533424894,0.5968976730369683,0.47846889952153115,0.5747126436781609,0.11842877351543712,-0.17161031671512916,0.22707902444703082,0.0,0.24751613664726357,-0.29860195108432475,True,1.0,0.0,VALUABLE,AVOID,False,AVOID,0.0,0.11842877351543712,OVER,AVOID,0.0,0.0,0.0
2021-12-05,Norway Eliteserien,2021/22,AZ Alkmaar,Sparta Rotterdam,3.0,1.0,2.0,1.0,8.0,0.0,6.0,6.0,10.0,8.0,5.0,4.0,H,,1.83,1.97,,,,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.5,,,,,1.2,1.0,0.4,15.8,4.8,5.4,10.2,,,0.6,0.8,0.6,0.4,0.6,0.8,0.2,7.4,2.6,4.4,9.8,,,0.4,0.2,0.4,0.2,1.0,0.923076923076923,0.6153846153846154,1.2307692307692308,0.3076923076923077,3.0144628099173554,0.7961617546264564,0.3980808773132282,0.6634681288553804,0.5307745030843043,0.0,0.0,1.0,0.2,2.6666666666666665,0.8333333333333334,1.3333333333333333,1.6666666666666667,0.16666666666666666,0.16666666666666666,0.30379746835443033,0.35135135135135137,0.3275744098528909,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.5464480874316939,0.5076142131979695,0.05406230062966344,0.26937891406058734,0.5846553955425171,0.5464480874316939,0.5076142131979695,0.03820730811082318,-0.09226960874048662,0.08424020944916424,0.0,0.06991937384280641,-0.18177112921875863,True,0.0,0.0,AVOID,AVOID,False,AVOID,0.0,0.03820730811082318,OVER,AVOID,0.0,0.0,0.0
2021-12-10,Norway Eliteserien,2021/22,Willem II,Cambuur,1.0,3.0,0.0,0.0,4.0,7.0,8.0,8.0,13.0,14.0,4.0,8.0,A,,1.68,2.17,,,,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3076923076923077,0.5714285714285714,,,,,0.4,3.2,0.8,11.2,2.6,5.6,9.2,,,0.2,1.4,0.6,0.6,1.8,2.0,0.8,11.8,4.4,3.6,11.0,,,0.8,1.2,0.8,0.6,1.0,0.3076923076923077,1.2307692307692308,2.1538461538461537,1.846153846153846,3.0194075587334015,0.2649526387009472,1.1922868741542625,2.1196211096075777,1.3247631935047361,8.0,6.0,1.0,0.8,0.8571428571428571,1.5714285714285714,1.5714285714285714,2.4285714285714284,0.14285714285714285,0.2857142857142857,0.23214285714285718,0.3728813559322034,0.3025121065375303,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.5952380952380952,0.4608294930875576,0.05606758832565273,0.37728625000368343,0.6189785735120273,0.5952380952380952,0.4608294930875576,0.02374047827393211,-0.07980806659958495,0.05865294632383218,0.0,0.03988400350020594,-0.17318350452109932,True,0.0,0.0,AVOID,AVOID,False,AVOID,0.0,0.02374047827393211,OVER,AVOID,0.0,0.0,0.0
2021-12-11,Norway Eliteserien,2021/22,Zwolle,For Sittard,0.0,1.0,0.0,0.0,9.0,5.0,14.0,10.0,13.0,13.0,1.0,8.0,A,,2.06,1.76,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.6153846153846154,,,,,0.8,2.0,0.6,9.4,3.2,3.8,14.6,,,0.6,1.4,0.8,0.4,0.8,3.6,1.0,9.6,3.8,2.2,10.8,,,0.6,1.6,1.0,0.8,1.2,0.923076923076923,0.923076923076923,2.1538461538461537,2.4615384615384617,3.0142566191446027,0.5308108108108108,0.5308108108108108,1.327027027027027,2.388648648648649,0.0,0.0,0.4,0.6,0.42857142857142855,1.0,1.0,2.5,0.2857142857142857,0.0,0.3404255319148936,0.3958333333333333,0.36812943262411346,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.4854368932038835,0.5681818181818182,0.05361871138570162,0.21664151018073707,0.6186198996500081,0.4854368932038835,0.5681818181818182,0.13318300644612457,-0.1868017178318263,0.2588273521500157,0.0,0.27435699327901664,-0.3287710233840143,True,1.0,0.0,SNIPER,AVOID,False,AVOID,0.0,0.13318300644612457,OVER,AVOID,0.0,0.0,0.0
2021-12-11,Norway Eliteserien,2021/22,Utrecht,Go Ahead Eagles,0.0,0.0,0.0,0.0,5.0,3.0,13.0,12.0,21.0,7.0,8.0,1.0,D,,1.67,2.19,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38095238095238093,0.14285714285714285,,,,,1.8,1.8,0.8,14.4,4.4,5.6,10.6,,,0.8,1.2,0.8,0.8,1.2,1.2,0.4,9.8,3.6,4.8,8.6,,,0.2,0.4,0.4,0.2,1.0,1.2307692307692308,0.3076923076923077,1.846153846153846,0.6153846153846154,3.020408163265306,1.191891891891892,0.7945945945945946,1.191891891891892,0.7945945945945946,0.0,0.0,0.8,0.2,3.142857142857143,0.8571428571428571,0.8571428571428571,2.0,0.2857142857142857,0.2857142857142857,0.3055555555555556,0.36734693877551017,0.3364512471655329,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.5988023952095809,0.4566210045662101,0.055423399775790916,0.5768099188731564,0.5937426208643061,0.5988023952095809,0.4566210045662101,-0.005059774345274826,-0.050363625430516146,0.0,0.0,-0.008449823156608959,-0.11029633969283036,True,0.0,0.0,AVOID,AVOID,False,AVOID,0.0,-0.005059774345274826,OVER,AVOID,0.0,0.0,0.0
2021-12-11,Norway Eliteserien,2021/22,Heerenveen,Sparta Rotterdam,0.0,0.0,0.0,0.0,6.0,2.0,7.0,10.0,11.0,10.0,4.0,3.0,D,,1.88,1.93,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.3,,,,,1.2,1.0,0.4,10.4,2.8,3.2,6.2,,,0.2,0.2,0.4,0.0,0.8,1.2,0.4,7.2,3.0,3.8,9.2,,,0.6,0.6,0.6,0.4,0.8,0.3076923076923077,0.923076923076923,0.3076923076923077,0.923076923076923,3.017329255861366,0.7954054054054054,0.5302702702702703,0.6628378378378378,0.7954054054054054,0.0,0.0,0.4,0.4,1.375,0.8571428571428571,1.75,1.8571428571428572,0.125,0.14285714285714285,0.2692307692307692,0.41666666666666663,0.34294871794871795,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.5319148936170213,0.5181347150259068,0.05004960864292807,0.3233235838169365,0.5852252719200077,0.5319148936170213,0.5181347150259068,0.05331037830298646,-0.10335998694591453,0.1138903536472892,0.0,0.10022351120961454,-0.19948477480561502,True,1.0,0.0,VALUABLE,AVOID,True,AVOID,0.0,0.05331037830298646,OVER,AVOID,0.0,0.0,0.0
2021-12-12,Norway Eliteserien,2021/22,Groningen,Feyenoord,1.0,1.0,0.0,0.0,0.0,13.0,12.0,9.0,5.0,27.0,3.0,7.0,D,,1.71,2.14,,,,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6,0.25925925925925924,,,,,1.4,1.2,0.4,13.4,4.8,5.0,10.4,,,0.4,0.8,0.8,0.2,2.4,0.2,0.6,20.6,8.8,6.8,9.6,,,1.4,0.2,0.6,0.6,1.7999999999999998,0.6153846153846154,2.1538461538461537,1.2307692307692308,0.3076923076923077,3.0131712259371835,0.9292535305985204,1.5930060524546066,0.7965030262273033,0.13275050437121722,0.0,0.0,0.0,0.4,0.8571428571428571,2.0,0.7142857142857143,1.0,0.2857142857142857,0.5714285714285714,0.3582089552238806,0.4271844660194175,0.392696710621649,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.5847953216374269,0.4672897196261682,0.052085041263595144,0.7311033222888894,0.5948034628960797,0.5847953216374269,0.4672897196261682,0.010008141258652792,-0.06209318252224788,0.024104114862388993,0.0,0.017113921552296272,-0.13287941059761046,True,0.0,0.0,AVOID,AVOID,False,AVOID,0.0,0.010008141258652792,OVER,AVOID,0.0,0.0,0.0
2021-12-12,Norway Eliteserien,2021/22,Ajax,AZ Alkmaar,1.0,2.0,0.0,0.0,10.0,1.0,7.0,8.0,23.0,5.0,8.0,3.0,A,,1.45,2.71,,,,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.34782608695652173,0.6,,,,,2.2,0.0,0.4,21.0,7.8,8.2,6.2,,,1.2,0.0,0.6,0.4,1.2,0.8,0.4,14.4,4.6,6.4,9.8,,,0.6,0.6,0.6,0.4,1.7999999999999998,1.846153846153846,0.923076923076923,0.0,0.923076923076923,3.0121457489878543,1.4607526881720432,0.7967741935483871,0.0,0.5311827956989248,0.0,0.0,0.2,0.6,4.0,1.125,0.125,1.5,0.875,0.125,0.37142857142857144,0.3194444444444444,0.34543650793650793,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.6896551724137931,0.36900369003690037,0.058658862450693405,0.6602601118038804,0.6212699128841023,0.6896551724137931,0.36900369003690037,-0.06838525952969088,0.009726397078997362,0.0,0.015414348587182915,-0.09915862631805177,0.02635853608408285,True,0.0,0.0,AVOID,AVOID,False,AVOID,0.0,0.009726397078997362,UNDER,AVOID,0.0,0.0,0.0
2021-12-12,Norway Eliteserien,2021/22,Vitesse,Heracles,2.0,1.0,1.0,1.0,3.0,5.0,11.0,12.0,10.0,9.0,5.0,4.0,H,,1.78,2.03,,,,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.5,0.4444444444444444,,,,,2.0,1.0,0.6,19.6,6.4,7.8,10.4,,,1.0,0.8,0.8,0.6,0.8,1.2,0.4,10.6,2.8,3.2,12.0,,,0.6,0.6,0.6,0.4,1.6,1.5384615384615383,0.923076923076923,1.2307692307692308,0.923076923076923,3.012133468149646,1.3279624034911044,0.5311849613964418,0.6639812017455522,0.7967774420946626,0.0,0.0,0.4,0.4,1.0,0.7142857142857143,1.7142857142857142,1.7142857142857142,0.14285714285714285,0.0,0.32653061224489793,0.2641509433962264,0.2953407778205622,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.5617977528089888,0.4926108374384237,0.054408590247412514,0.5305463165333173,0.5869683008019785,0.5617977528089888,0.4926108374384237,0.025170547992989678,-0.07957913824040219,0.05744048131733554,0.0,0.04480357542752163,-0.16154565062801643,True,0.0,0.0,AVOID,AVOID,False,AVOID,0.0,0.025170547992989678,OVER,AVOID,0.0,0.0,0.0
2021-12-12,Norway Eliteserien,2021/22,Twente,Waalwijk,2.0,1.0,2.0,1.0,5.0,3.0,9.0,9.0,19.0,12.0,10.0,3.0,H,,2.0,1.81,,,,3.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.5263157894736842,0.25,,,,,1.2,1.2,0.4,8.4,3.2,2.8,8.2,,,0.6,0.6,0.6,0.2,0.6,1.6,0.4,11.0,3.0,4.8,13.8,,,0.4,0.6,0.6,0.4,1.0,0.923076923076923,0.6153846153846154,0.923076923076923,0.923076923076923,3.0110887096774195,0.7970539002343487,0.39852695011717437,0.7970539002343487,1.0627385336457984,0.0,0.0,0.6,0.2,1.1428571428571428,1.2857142857142858,0.7142857142857143,1.5714285714285714,0.42857142857142855,0.14285714285714285,0.38095238095238093,0.2727272727272727,0.3268398268398268,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.5,0.5524861878453039,0.05248618784530379,0.26937891406058734,0.5835883298493274,0.5,0.5524861878453039,0.0835883298493274,-0.1360745176946313,0.1671766596986548,0.0,0.1671766596986548,-0.24629487702728267,True,1.0,0.0,VALUABLE,AVOID,False,AVOID,0.0,0.0835883298493274,OVER,AVOID,0.0,0.0,0.0
2021-12-12,Norway Eliteserien,2021/22,Nijmegen,PSV Eindhoven,1.0,2.0,1.0,0.0,1.0,14.0,17.0,13.0,6.0,29.0,6.0,10.0,A,,1.46,2.68,,,,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.3448275862068966,,,,,1.6,1.4,0.6,14.6,6.2,6.6,10.4,,,1.0,0.4,0.8,0.4,3.2,1.0,0.6,14.6,6.8,4.0,7.8,,,1.6,0.6,1.0,0.6,2.6,1.5384615384615383,2.4615384615384617,0.6153846153846154,0.923076923076923,3.0120724346076457,1.0623914495657985,2.124782899131597,0.9295925183700735,0.663994655978624,0.0,0.0,0.4,0.6,1.1428571428571428,1.8571428571428572,1.1428571428571428,1.4285714285714286,0.42857142857142855,0.2857142857142857,0.4246575342465754,0.4657534246575342,0.4452054794520548,0.3,0.3,0.07,0.07,0.03,0.03,18.69653707454429,0.684931506849315,0.3731343283582089,0.058065835207524064,0.8574607811109731,0.6024784185269378,0.684931506849315,0.3731343283582089,-0.08245308832237719,0.024387253114853236,0.0,0.03890347520702774,-0.1203815089506707,0.06535783834780667,True,0.0,0.0,AVOID,AVOID,False,AVOID,0.0,0.024387253114853236,UNDER,AVOID,0.0,0.0,0.0
